locus,kegg_pathway_id,kegg_pathway
sll1349,syn01110,Biosynthesis of secondary metabolites
sll1356,syn01110,Biosynthesis of secondary metabolites
sll1363,syn01110,Biosynthesis of secondary metabolites
sll1370,syn01110,Biosynthesis of secondary metabolites
sll1383,syn01110,Biosynthesis of secondary metabolites
sll1393,syn01110,Biosynthesis of secondary metabolites
sll1395,syn01110,Biosynthesis of secondary metabolites
sll1444,syn01110,Biosynthesis of secondary metabolites
sll1459,syn01110,Biosynthesis of secondary metabolites
sll1468,syn01110,Biosynthesis of secondary metabolites
sll1470,syn01110,Biosynthesis of secondary metabolites
sll1479,syn01110,Biosynthesis of secondary metabolites
sll1496,syn01110,Biosynthesis of secondary metabolites
sll1538,syn01110,Biosynthesis of secondary metabolites
sll1556,syn01110,Biosynthesis of secondary metabolites
sll1557,syn01110,Biosynthesis of secondary metabolites
sll1558,syn01110,Biosynthesis of secondary metabolites
sll1561,syn01110,Biosynthesis of secondary metabolites
sll1564,syn01110,Biosynthesis of secondary metabolites
sll1625,syn01110,Biosynthesis of secondary metabolites
sll1641,syn01110,Biosynthesis of secondary metabolites
sll1653,syn01110,Biosynthesis of secondary metabolites
sll1662,syn01110,Biosynthesis of secondary metabolites
sll1669,syn01110,Biosynthesis of secondary metabolites
sll1676,syn01110,Biosynthesis of secondary metabolites
sll1688,syn01110,Biosynthesis of secondary metabolites
sll1721,syn01110,Biosynthesis of secondary metabolites
sll1747,syn01110,Biosynthesis of secondary metabolites
sll1760,syn01110,Biosynthesis of secondary metabolites
sll1797,syn01110,Biosynthesis of secondary metabolites
sll1815,syn01110,Biosynthesis of secondary metabolites
sll1831,syn01110,Biosynthesis of secondary metabolites
sll1841,syn01110,Biosynthesis of secondary metabolites
sll1848,syn01110,Biosynthesis of secondary metabolites
sll1852,syn01110,Biosynthesis of secondary metabolites
sll1874,syn01110,Biosynthesis of secondary metabolites
sll1875,syn01110,Biosynthesis of secondary metabolites
sll1876,syn01110,Biosynthesis of secondary metabolites
sll1883,syn01110,Biosynthesis of secondary metabolites
sll1893,syn01110,Biosynthesis of secondary metabolites
sll1894,syn01110,Biosynthesis of secondary metabolites
sll1898,syn01110,Biosynthesis of secondary metabolites
sll1899,syn01110,Biosynthesis of secondary metabolites
sll1908,syn01110,Biosynthesis of secondary metabolites
sll1931,syn01110,Biosynthesis of secondary metabolites
sll1945,syn01110,Biosynthesis of secondary metabolites
sll1958,syn01110,Biosynthesis of secondary metabolites
sll1973,syn01110,Biosynthesis of secondary metabolites
sll1981,syn01110,Biosynthesis of secondary metabolites
sll1987,syn01110,Biosynthesis of secondary metabolites
sll1994,syn01110,Biosynthesis of secondary metabolites
sll5079,syn01110,Biosynthesis of secondary metabolites
slr0009,syn01110,Biosynthesis of secondary metabolites
slr0012,syn01110,Biosynthesis of secondary metabolites
slr0018,syn01110,Biosynthesis of secondary metabolites
slr0032,syn01110,Biosynthesis of secondary metabolites
slr0049,syn01110,Biosynthesis of secondary metabolites
slr0054,syn01110,Biosynthesis of secondary metabolites
slr0055,syn01110,Biosynthesis of secondary metabolites
slr0056,syn01110,Biosynthesis of secondary metabolites
slr0066,syn01110,Biosynthesis of secondary metabolites
slr0084,syn01110,Biosynthesis of secondary metabolites
slr0088,syn01110,Biosynthesis of secondary metabolites
slr0089,syn01110,Biosynthesis of secondary metabolites
slr0091,syn01110,Biosynthesis of secondary metabolites
slr0116,syn01110,Biosynthesis of secondary metabolites
slr0121,syn01110,Biosynthesis of secondary metabolites
slr0186,syn01110,Biosynthesis of secondary metabolites
slr0194,syn01110,Biosynthesis of secondary metabolites
slr0201,syn01110,Biosynthesis of secondary metabolites
slr0204,syn01110,Biosynthesis of secondary metabolites
slr0212,syn01110,Biosynthesis of secondary metabolites
slr0237,syn01110,Biosynthesis of secondary metabolites
slr0293,syn01110,Biosynthesis of secondary metabolites
slr0301,syn01110,Biosynthesis of secondary metabolites
slr0306,syn01110,Biosynthesis of secondary metabolites
slr0329,syn01110,Biosynthesis of secondary metabolites
slr0348,syn01110,Biosynthesis of secondary metabolites
slr0394,syn01110,Biosynthesis of secondary metabolites
slr0435,syn01110,Biosynthesis of secondary metabolites
slr0444,syn01110,Biosynthesis of secondary metabolites
slr0452,syn01110,Biosynthesis of secondary metabolites
slr0458,syn01110,Biosynthesis of secondary metabolites
slr0477,syn01110,Biosynthesis of secondary metabolites
slr0492,syn01110,Biosynthesis of secondary metabolites
slr0493,syn01110,Biosynthesis of secondary metabolites
slr0500,syn01110,Biosynthesis of secondary metabolites
slr0506,syn01110,Biosynthesis of secondary metabolites
slr0519,syn01110,Biosynthesis of secondary metabolites
slr0520,syn01110,Biosynthesis of secondary metabolites
slr0525,syn01110,Biosynthesis of secondary metabolites
slr0526,syn01110,Biosynthesis of secondary metabolites
slr0536,syn01110,Biosynthesis of secondary metabolites
slr0543,syn01110,Biosynthesis of secondary metabolites
slr0546,syn01110,Biosynthesis of secondary metabolites
slr0549,syn01110,Biosynthesis of secondary metabolites
slr0550,syn01110,Biosynthesis of secondary metabolites
slr0585,syn01110,Biosynthesis of secondary metabolites
slr0597,syn01110,Biosynthesis of secondary metabolites
slr0608,syn01110,Biosynthesis of secondary metabolites
slr0611,syn01110,Biosynthesis of secondary metabolites
slr0652,syn01110,Biosynthesis of secondary metabolites
slr0657,syn01110,Biosynthesis of secondary metabolites
slr0661,syn01110,Biosynthesis of secondary metabolites
slr0662,syn01110,Biosynthesis of secondary metabolites
slr0665,syn01110,Biosynthesis of secondary metabolites
slr0682,syn01110,Biosynthesis of secondary metabolites
slr0738,syn01110,Biosynthesis of secondary metabolites
slr0739,syn01110,Biosynthesis of secondary metabolites
slr0749,syn01110,Biosynthesis of secondary metabolites
slr0750,syn01110,Biosynthesis of secondary metabolites
slr0752,syn01110,Biosynthesis of secondary metabolites
slr0772,syn01110,Biosynthesis of secondary metabolites
slr0783,syn01110,Biosynthesis of secondary metabolites
slr0817,syn01110,Biosynthesis of secondary metabolites
slr0836,syn01110,Biosynthesis of secondary metabolites
slr0838,syn01110,Biosynthesis of secondary metabolites
slr0839,syn01110,Biosynthesis of secondary metabolites
slr0861,syn01110,Biosynthesis of secondary metabolites
slr0879,syn01110,Biosynthesis of secondary metabolites
slr0884,syn01110,Biosynthesis of secondary metabolites
slr0886,syn01110,Biosynthesis of secondary metabolites
slr0905,syn01110,Biosynthesis of secondary metabolites
slr0926,syn01110,Biosynthesis of secondary metabolites
slr0940,syn01110,Biosynthesis of secondary metabolites
slr0942,syn01110,Biosynthesis of secondary metabolites
slr0943,syn01110,Biosynthesis of secondary metabolites
slr0951,syn01110,Biosynthesis of secondary metabolites
slr0952,syn01110,Biosynthesis of secondary metabolites
slr0953,syn01110,Biosynthesis of secondary metabolites
slr0966,syn01110,Biosynthesis of secondary metabolites
slr0985,syn01110,Biosynthesis of secondary metabolites
slr1019,syn01110,Biosynthesis of secondary metabolites
slr1022,syn01110,Biosynthesis of secondary metabolites
slr1030,syn01110,Biosynthesis of secondary metabolites
slr1051,syn01110,Biosynthesis of secondary metabolites
slr1055,syn01110,Biosynthesis of secondary metabolites
slr1096,syn01110,Biosynthesis of secondary metabolites
slr1099,syn01110,Biosynthesis of secondary metabolites
slr1124,syn01110,Biosynthesis of secondary metabolites
slr1133,syn01110,Biosynthesis of secondary metabolites
slr1159,syn01110,Biosynthesis of secondary metabolites
slr1165,syn01110,Biosynthesis of secondary metabolites
slr1176,syn01110,Biosynthesis of secondary metabolites
slr1192,syn01110,Biosynthesis of secondary metabolites
slr1226,syn01110,Biosynthesis of secondary metabolites
slr1233,syn01110,Biosynthesis of secondary metabolites
slr1254,syn01110,Biosynthesis of secondary metabolites
slr1255,syn01110,Biosynthesis of secondary metabolites
slr1289,syn01110,Biosynthesis of secondary metabolites
slr1300,syn01110,Biosynthesis of secondary metabolites
slr1312,syn01110,Biosynthesis of secondary metabolites
slr1348,syn01110,Biosynthesis of secondary metabolites
slr1349,syn01110,Biosynthesis of secondary metabolites
slr1367,syn01110,Biosynthesis of secondary metabolites
slr1369,syn01110,Biosynthesis of secondary metabolites
slr1448,syn01110,Biosynthesis of secondary metabolites
slr1510,syn01110,Biosynthesis of secondary metabolites
slr1517,syn01110,Biosynthesis of secondary metabolites
slr1518,syn01110,Biosynthesis of secondary metabolites
slr1542,syn01110,Biosynthesis of secondary metabolites
slr1560,syn01110,Biosynthesis of secondary metabolites
slr1599,syn01110,Biosynthesis of secondary metabolites
slr1665,syn01110,Biosynthesis of secondary metabolites
slr1722,syn01110,Biosynthesis of secondary metabolites
slr1736,syn01110,Biosynthesis of secondary metabolites
slr1737,syn01110,Biosynthesis of secondary metabolites
slr1743,syn01110,Biosynthesis of secondary metabolites
slr1755,syn01110,Biosynthesis of secondary metabolites
slr1762,syn01110,Biosynthesis of secondary metabolites
slr1777,syn01110,Biosynthesis of secondary metabolites
slr1784,syn01110,Biosynthesis of secondary metabolites
slr1790,syn01110,Biosynthesis of secondary metabolites
slr1793,syn01110,Biosynthesis of secondary metabolites
slr1808,syn01110,Biosynthesis of secondary metabolites
slr1840,syn01110,Biosynthesis of secondary metabolites
slr1842,syn01110,Biosynthesis of secondary metabolites
slr1843,syn01110,Biosynthesis of secondary metabolites
slr1848,syn01110,Biosynthesis of secondary metabolites
slr1857,syn01110,Biosynthesis of secondary metabolites
slr1867,syn01110,Biosynthesis of secondary metabolites
slr1882,syn01110,Biosynthesis of secondary metabolites
slr1887,syn01110,Biosynthesis of secondary metabolites
slr1898,syn01110,Biosynthesis of secondary metabolites
slr1933,syn01110,Biosynthesis of secondary metabolites
slr1934,syn01110,Biosynthesis of secondary metabolites
slr1945,syn01110,Biosynthesis of secondary metabolites
slr1993,syn01110,Biosynthesis of secondary metabolites
slr2023,syn01110,Biosynthesis of secondary metabolites
slr2035,syn01110,Biosynthesis of secondary metabolites
slr2072,syn01110,Biosynthesis of secondary metabolites
slr2074,syn01110,Biosynthesis of secondary metabolites
slr2081,syn01110,Biosynthesis of secondary metabolites
slr2088,syn01110,Biosynthesis of secondary metabolites
slr2089,syn01110,Biosynthesis of secondary metabolites
slr2094,syn01110,Biosynthesis of secondary metabolites
slr2130,syn01110,Biosynthesis of secondary metabolites
slr2136,syn01110,Biosynthesis of secondary metabolites
ssl2084,syn01110,Biosynthesis of secondary metabolites
ssl2153,syn01110,Biosynthesis of secondary metabolites
sll0017,syn01120,Microbial metabolism in diverse environments
sll0018,syn01120,Microbial metabolism in diverse environments
sll0053,syn01120,Microbial metabolism in diverse environments
sll0107,syn01120,Microbial metabolism in diverse environments
sll0166,syn01120,Microbial metabolism in diverse environments
sll0179,syn01120,Microbial metabolism in diverse environments
sll0329,syn01120,Microbial metabolism in diverse environments
sll0336,syn01120,Microbial metabolism in diverse environments
sll0378,syn01120,Microbial metabolism in diverse environments
sll0401,syn01120,Microbial metabolism in diverse environments
sll0404,syn01120,Microbial metabolism in diverse environments
sll0420,syn01120,Microbial metabolism in diverse environments
sll0450,syn01120,Microbial metabolism in diverse environments
sll0455,syn01120,Microbial metabolism in diverse environments
sll0469,syn01120,Microbial metabolism in diverse environments
sll0504,syn01120,Microbial metabolism in diverse environments
sll0509,syn01120,Microbial metabolism in diverse environments
sll0542,syn01120,Microbial metabolism in diverse environments
sll0573,syn01120,Microbial metabolism in diverse environments
sll0587,syn01120,Microbial metabolism in diverse environments
sll0593,syn01120,Microbial metabolism in diverse environments
sll0712,syn01120,Microbial metabolism in diverse environments
sll0726,syn01120,Microbial metabolism in diverse environments
sll0728,syn01120,Microbial metabolism in diverse environments
sll0741,syn01120,Microbial metabolism in diverse environments
sll0745,syn01120,Microbial metabolism in diverse environments
sll0753,syn01120,Microbial metabolism in diverse environments
sll0784,syn01120,Microbial metabolism in diverse environments
sll0807,syn01120,Microbial metabolism in diverse environments
sll0823,syn01120,Microbial metabolism in diverse environments
sll0828,syn01120,Microbial metabolism in diverse environments
sll0891,syn01120,Microbial metabolism in diverse environments
sll0895,syn01120,Microbial metabolism in diverse environments
sll0920,syn01120,Microbial metabolism in diverse environments
sll0990,syn01120,Microbial metabolism in diverse environments
sll0992,syn01120,Microbial metabolism in diverse environments
sll1023,syn01120,Microbial metabolism in diverse environments
sll1027,syn01120,Microbial metabolism in diverse environments
sll1058,syn01120,Microbial metabolism in diverse environments
sll1070,syn01120,Microbial metabolism in diverse environments
sll1172,syn01120,Microbial metabolism in diverse environments
sll1189,syn01120,Microbial metabolism in diverse environments
sll1196,syn01120,Microbial metabolism in diverse environments
sll1275,syn01120,Microbial metabolism in diverse environments
sll1285,syn01120,Microbial metabolism in diverse environments
sll1298,syn01120,Microbial metabolism in diverse environments
sll1299,syn01120,Microbial metabolism in diverse environments
sll1342,syn01120,Microbial metabolism in diverse environments
sll1440,syn01120,Microbial metabolism in diverse environments
sll1454,syn01120,Microbial metabolism in diverse environments
sll1479,syn01120,Microbial metabolism in diverse environments
sll1495,syn01120,Microbial metabolism in diverse environments
sll1499,syn01120,Microbial metabolism in diverse environments
sll1502,syn01120,Microbial metabolism in diverse environments
sll1525,syn01120,Microbial metabolism in diverse environments
sll1557,syn01120,Microbial metabolism in diverse environments
sll1625,syn01120,Microbial metabolism in diverse environments
sll1641,syn01120,Microbial metabolism in diverse environments
sll1659,syn01120,Microbial metabolism in diverse environments
sll1688,syn01120,Microbial metabolism in diverse environments
sll1709,syn01120,Microbial metabolism in diverse environments
sll1721,syn01120,Microbial metabolism in diverse environments
sll1750,syn01120,Microbial metabolism in diverse environments
sll1760,syn01120,Microbial metabolism in diverse environments
sll1831,syn01120,Microbial metabolism in diverse environments
sll1841,syn01120,Microbial metabolism in diverse environments
sll1908,syn01120,Microbial metabolism in diverse environments
sll1931,syn01120,Microbial metabolism in diverse environments
sll1994,syn01120,Microbial metabolism in diverse environments
sll5036,syn01120,Microbial metabolism in diverse environments
slr0009,syn01120,Microbial metabolism in diverse environments
slr0012,syn01120,Microbial metabolism in diverse environments
slr0018,syn01120,Microbial metabolism in diverse environments
slr0091,syn01120,Microbial metabolism in diverse environments
slr0194,syn01120,Microbial metabolism in diverse environments
slr0201,syn01120,Microbial metabolism in diverse environments
slr0288,syn01120,Microbial metabolism in diverse environments
slr0301,syn01120,Microbial metabolism in diverse environments
slr0329,syn01120,Microbial metabolism in diverse environments
slr0370,syn01120,Microbial metabolism in diverse environments
slr0394,syn01120,Microbial metabolism in diverse environments
slr0435,syn01120,Microbial metabolism in diverse environments
slr0453,syn01120,Microbial metabolism in diverse environments
slr0549,syn01120,Microbial metabolism in diverse environments
slr0550,syn01120,Microbial metabolism in diverse environments
slr0619,syn01120,Microbial metabolism in diverse environments
slr0657,syn01120,Microbial metabolism in diverse environments
slr0665,syn01120,Microbial metabolism in diverse environments
slr0676,syn01120,Microbial metabolism in diverse environments
slr0710,syn01120,Microbial metabolism in diverse environments
slr0752,syn01120,Microbial metabolism in diverse environments
slr0783,syn01120,Microbial metabolism in diverse environments
slr0876,syn01120,Microbial metabolism in diverse environments
slr0884,syn01120,Microbial metabolism in diverse environments
slr0898,syn01120,Microbial metabolism in diverse environments
slr0942,syn01120,Microbial metabolism in diverse environments
slr0943,syn01120,Microbial metabolism in diverse environments
slr0952,syn01120,Microbial metabolism in diverse environments
slr0963,syn01120,Microbial metabolism in diverse environments
slr1022,syn01120,Microbial metabolism in diverse environments
slr1096,syn01120,Microbial metabolism in diverse environments
slr1099,syn01120,Microbial metabolism in diverse environments
slr1124,syn01120,Microbial metabolism in diverse environments
slr1165,syn01120,Microbial metabolism in diverse environments
slr1192,syn01120,Microbial metabolism in diverse environments
slr1233,syn01120,Microbial metabolism in diverse environments
slr1256,syn01120,Microbial metabolism in diverse environments
slr1289,syn01120,Microbial metabolism in diverse environments
slr1348,syn01120,Microbial metabolism in diverse environments
slr1349,syn01120,Microbial metabolism in diverse environments
slr1503,syn01120,Microbial metabolism in diverse environments
slr1556,syn01120,Microbial metabolism in diverse environments
slr1665,syn01120,Microbial metabolism in diverse environments
slr1718,syn01120,Microbial metabolism in diverse environments
slr1756,syn01120,Microbial metabolism in diverse environments
slr1791,syn01120,Microbial metabolism in diverse environments
slr1793,syn01120,Microbial metabolism in diverse environments
slr1808,syn01120,Microbial metabolism in diverse environments
slr1840,syn01120,Microbial metabolism in diverse environments
slr1842,syn01120,Microbial metabolism in diverse environments
slr1843,syn01120,Microbial metabolism in diverse environments
slr1887,syn01120,Microbial metabolism in diverse environments
slr1934,syn01120,Microbial metabolism in diverse environments
slr1945,syn01120,Microbial metabolism in diverse environments
slr1993,syn01120,Microbial metabolism in diverse environments
slr1994,syn01120,Microbial metabolism in diverse environments
slr2094,syn01120,Microbial metabolism in diverse environments
slr2132,syn01120,Microbial metabolism in diverse environments
slr2141,syn01120,Microbial metabolism in diverse environments
ssl2153,syn01120,Microbial metabolism in diverse environments
sll0018,syn01200,Carbon metabolism
sll0053,syn01200,Carbon metabolism
sll0107,syn01200,Carbon metabolism
sll0171,syn01200,Carbon metabolism
sll0329,syn01200,Carbon metabolism
sll0336,syn01200,Carbon metabolism
sll0401,syn01200,Carbon metabolism
sll0469,syn01200,Carbon metabolism
sll0542,syn01200,Carbon metabolism
sll0573,syn01200,Carbon metabolism
sll0587,syn01200,Carbon metabolism
sll0593,syn01200,Carbon metabolism
sll0712,syn01200,Carbon metabolism
sll0728,syn01200,Carbon metabolism
sll0741,syn01200,Carbon metabolism
sll0745,syn01200,Carbon metabolism
sll0753,syn01200,Carbon metabolism
sll0807,syn01200,Carbon metabolism
sll0823,syn01200,Carbon metabolism
sll0891,syn01200,Carbon metabolism
sll0920,syn01200,Carbon metabolism
sll0990,syn01200,Carbon metabolism
sll0992,syn01200,Carbon metabolism
sll1023,syn01200,Carbon metabolism
sll1070,syn01200,Carbon metabolism
sll1196,syn01200,Carbon metabolism
sll1275,syn01200,Carbon metabolism
sll1299,syn01200,Carbon metabolism
sll1342,syn01200,Carbon metabolism
sll1479,syn01200,Carbon metabolism
sll1525,syn01200,Carbon metabolism
sll1557,syn01200,Carbon metabolism
sll1625,syn01200,Carbon metabolism
sll1709,syn01200,Carbon metabolism
sll1721,syn01200,Carbon metabolism
sll1841,syn01200,Carbon metabolism
sll1908,syn01200,Carbon metabolism
sll1931,syn01200,Carbon metabolism
slr0009,syn01200,Carbon metabolism
slr0012,syn01200,Carbon metabolism
slr0018,syn01200,Carbon metabolism
slr0194,syn01200,Carbon metabolism
slr0201,syn01200,Carbon metabolism
slr0293,syn01200,Carbon metabolism
slr0301,syn01200,Carbon metabolism
slr0329,syn01200,Carbon metabolism
slr0394,syn01200,Carbon metabolism
slr0435,syn01200,Carbon metabolism
slr0665,syn01200,Carbon metabolism
slr0721,syn01200,Carbon metabolism
slr0752,syn01200,Carbon metabolism
slr0783,syn01200,Carbon metabolism
slr0879,syn01200,Carbon metabolism
slr0884,syn01200,Carbon metabolism
slr0943,syn01200,Carbon metabolism
slr0952,syn01200,Carbon metabolism
slr1096,syn01200,Carbon metabolism
slr1124,syn01200,Carbon metabolism
slr1233,syn01200,Carbon metabolism
slr1289,syn01200,Carbon metabolism
slr1348,syn01200,Carbon metabolism
slr1349,syn01200,Carbon metabolism
slr1793,syn01200,Carbon metabolism
slr1842,syn01200,Carbon metabolism
slr1843,syn01200,Carbon metabolism
slr1934,syn01200,Carbon metabolism
slr1945,syn01200,Carbon metabolism
slr1993,syn01200,Carbon metabolism
slr1994,syn01200,Carbon metabolism
slr2072,syn01200,Carbon metabolism
slr2094,syn01200,Carbon metabolism
slr2132,syn01200,Carbon metabolism
slr2141,syn01200,Carbon metabolism
ssl2153,syn01200,Carbon metabolism
sll0065,syn01210,2-Oxocarboxylic acid metabolism
sll0080,syn01210,2-Oxocarboxylic acid metabolism
sll0401,syn01210,2-Oxocarboxylic acid metabolism
sll0402,syn01210,2-Oxocarboxylic acid metabolism
sll1363,syn01210,2-Oxocarboxylic acid metabolism
sll1444,syn01210,2-Oxocarboxylic acid metabolism
sll1470,syn01210,2-Oxocarboxylic acid metabolism
sll1564,syn01210,2-Oxocarboxylic acid metabolism
sll1883,syn01210,2-Oxocarboxylic acid metabolism
sll1981,syn01210,2-Oxocarboxylic acid metabolism
slr0032,syn01210,2-Oxocarboxylic acid metabolism
slr0186,syn01210,2-Oxocarboxylic acid metabolism
slr0452,syn01210,2-Oxocarboxylic acid metabolism
slr0549,syn01210,2-Oxocarboxylic acid metabolism
slr0657,syn01210,2-Oxocarboxylic acid metabolism
slr0665,syn01210,2-Oxocarboxylic acid metabolism
slr1022,syn01210,2-Oxocarboxylic acid metabolism
slr1289,syn01210,2-Oxocarboxylic acid metabolism
slr1517,syn01210,2-Oxocarboxylic acid metabolism
slr1898,syn01210,2-Oxocarboxylic acid metabolism
slr2088,syn01210,2-Oxocarboxylic acid metabolism
sll0053,syn01212,Fatty acid metabolism
sll0336,syn01212,Fatty acid metabolism
sll0728,syn01212,Fatty acid metabolism
sll1069,syn01212,Fatty acid metabolism
sll1605,syn01212,Fatty acid metabolism
sll5079,syn01212,Fatty acid metabolism
slr0435,syn01212,Fatty acid metabolism
slr0886,syn01212,Fatty acid metabolism
slr1051,syn01212,Fatty acid metabolism
slr1332,syn01212,Fatty acid metabolism
slr1511,syn01212,Fatty acid metabolism
slr1609,syn01212,Fatty acid metabolism
slr1993,syn01212,Fatty acid metabolism
slr2023,syn01212,Fatty acid metabolism
sll0990,syn01220,Degradation of aromatic compounds
slr0942,syn01220,Degradation of aromatic compounds
slr1099,syn01220,Degradation of aromatic compounds
sll0006,syn01230,Biosynthesis of amino acids
sll0018,syn01230,Biosynthesis of amino acids
sll0065,syn01230,Biosynthesis of amino acids
sll0080,syn01230,Biosynthesis of amino acids
sll0109,syn01230,Biosynthesis of amino acids
sll0356,syn01230,Biosynthesis of amino acids
sll0373,syn01230,Biosynthesis of amino acids
sll0401,syn01230,Biosynthesis of amino acids
sll0402,syn01230,Biosynthesis of amino acids
sll0455,syn01230,Biosynthesis of amino acids
sll0461,syn01230,Biosynthesis of amino acids
sll0469,syn01230,Biosynthesis of amino acids
sll0480,syn01230,Biosynthesis of amino acids
sll0504,syn01230,Biosynthesis of amino acids
sll0587,syn01230,Biosynthesis of amino acids
sll0712,syn01230,Biosynthesis of amino acids
sll0745,syn01230,Biosynthesis of amino acids
sll0807,syn01230,Biosynthesis of amino acids
sll0900,syn01230,Biosynthesis of amino acids
sll0902,syn01230,Biosynthesis of amino acids
sll0927,syn01230,Biosynthesis of amino acids
sll0934,syn01230,Biosynthesis of amino acids
sll1027,syn01230,Biosynthesis of amino acids
sll1058,syn01230,Biosynthesis of amino acids
sll1070,syn01230,Biosynthesis of amino acids
sll1112,syn01230,Biosynthesis of amino acids
sll1172,syn01230,Biosynthesis of amino acids
sll1196,syn01230,Biosynthesis of amino acids
sll1275,syn01230,Biosynthesis of amino acids
sll1342,syn01230,Biosynthesis of amino acids
sll1363,syn01230,Biosynthesis of amino acids
sll1444,syn01230,Biosynthesis of amino acids
sll1470,syn01230,Biosynthesis of amino acids
sll1564,syn01230,Biosynthesis of amino acids
sll1662,syn01230,Biosynthesis of amino acids
sll1669,syn01230,Biosynthesis of amino acids
sll1688,syn01230,Biosynthesis of amino acids
sll1747,syn01230,Biosynthesis of amino acids
sll1760,syn01230,Biosynthesis of amino acids
sll1883,syn01230,Biosynthesis of amino acids
sll1893,syn01230,Biosynthesis of amino acids
sll1908,syn01230,Biosynthesis of amino acids
sll1931,syn01230,Biosynthesis of amino acids
sll1958,syn01230,Biosynthesis of amino acids
sll1981,syn01230,Biosynthesis of amino acids
slr0032,syn01230,Biosynthesis of amino acids
slr0049,syn01230,Biosynthesis of amino acids
slr0055,syn01230,Biosynthesis of amino acids
slr0084,syn01230,Biosynthesis of amino acids
slr0186,syn01230,Biosynthesis of amino acids
slr0194,syn01230,Biosynthesis of amino acids
slr0212,syn01230,Biosynthesis of amino acids
slr0288,syn01230,Biosynthesis of amino acids
slr0394,syn01230,Biosynthesis of amino acids
slr0444,syn01230,Biosynthesis of amino acids
slr0452,syn01230,Biosynthesis of amino acids
slr0500,syn01230,Biosynthesis of amino acids
slr0543,syn01230,Biosynthesis of amino acids
slr0546,syn01230,Biosynthesis of amino acids
slr0549,syn01230,Biosynthesis of amino acids
slr0550,syn01230,Biosynthesis of amino acids
slr0585,syn01230,Biosynthesis of amino acids
slr0608,syn01230,Biosynthesis of amino acids
slr0652,syn01230,Biosynthesis of amino acids
slr0657,syn01230,Biosynthesis of amino acids
slr0661,syn01230,Biosynthesis of amino acids
slr0665,syn01230,Biosynthesis of amino acids
slr0682,syn01230,Biosynthesis of amino acids
slr0738,syn01230,Biosynthesis of amino acids
slr0752,syn01230,Biosynthesis of amino acids
slr0783,syn01230,Biosynthesis of amino acids
slr0884,syn01230,Biosynthesis of amino acids
slr0943,syn01230,Biosynthesis of amino acids
slr0966,syn01230,Biosynthesis of amino acids
slr1022,syn01230,Biosynthesis of amino acids
slr1124,syn01230,Biosynthesis of amino acids
slr1133,syn01230,Biosynthesis of amino acids
slr1289,syn01230,Biosynthesis of amino acids
slr1348,syn01230,Biosynthesis of amino acids
slr1517,syn01230,Biosynthesis of amino acids
slr1560,syn01230,Biosynthesis of amino acids
slr1665,syn01230,Biosynthesis of amino acids
slr1756,syn01230,Biosynthesis of amino acids
slr1793,syn01230,Biosynthesis of amino acids
slr1842,syn01230,Biosynthesis of amino acids
slr1848,syn01230,Biosynthesis of amino acids
slr1867,syn01230,Biosynthesis of amino acids
slr1898,syn01230,Biosynthesis of amino acids
slr1945,syn01230,Biosynthesis of amino acids
slr2035,syn01230,Biosynthesis of amino acids
slr2072,syn01230,Biosynthesis of amino acids
slr2088,syn01230,Biosynthesis of amino acids
slr2130,syn01230,Biosynthesis of amino acids
ssl2153,syn01230,Biosynthesis of amino acids
sll0144,syn01232,Nucleotide metabolism
sll0368,syn01232,Nucleotide metabolism
sll0398,syn01232,Nucleotide metabolism
sll0421,syn01232,Nucleotide metabolism
sll0905,syn01232,Nucleotide metabolism
sll1035,syn01232,Nucleotide metabolism
sll1059,syn01232,Nucleotide metabolism
sll1108,syn01232,Nucleotide metabolism
sll1249,syn01232,Nucleotide metabolism
sll1258,syn01232,Nucleotide metabolism
sll1430,syn01232,Nucleotide metabolism
sll1443,syn01232,Nucleotide metabolism
sll1459,syn01232,Nucleotide metabolism
sll1635,syn01232,Nucleotide metabolism
sll1815,syn01232,Nucleotide metabolism
sll1823,syn01232,Nucleotide metabolism
sll1852,syn01232,Nucleotide metabolism
slr0213,syn01232,Nucleotide metabolism
slr0306,syn01232,Nucleotide metabolism
slr0379,syn01232,Nucleotide metabolism
slr0402,syn01232,Nucleotide metabolism
slr0591,syn01232,Nucleotide metabolism
slr1123,syn01232,Nucleotide metabolism
slr1164,syn01232,Nucleotide metabolism
slr1237,syn01232,Nucleotide metabolism
slr1573,syn01232,Nucleotide metabolism
slr1722,syn01232,Nucleotide metabolism
sll0017,syn01240,Biosynthesis of cofactors
sll0037,syn01240,Biosynthesis of cofactors
sll0099,syn01240,Biosynthesis of cofactors
sll0144,syn01240,Biosynthesis of cofactors
sll0166,syn01240,Biosynthesis of cofactors
sll0179,syn01240,Biosynthesis of cofactors
sll0250,syn01240,Biosynthesis of cofactors
sll0300,syn01240,Biosynthesis of cofactors
sll0370,syn01240,Biosynthesis of cofactors
sll0378,syn01240,Biosynthesis of cofactors
sll0409,syn01240,Biosynthesis of cofactors
sll0418,syn01240,Biosynthesis of cofactors
sll0421,syn01240,Biosynthesis of cofactors
sll0603,syn01240,Biosynthesis of cofactors
sll0622,syn01240,Biosynthesis of cofactors
sll0631,syn01240,Biosynthesis of cofactors
sll0635,syn01240,Biosynthesis of cofactors
sll0704,syn01240,Biosynthesis of cofactors
sll0744,syn01240,Biosynthesis of cofactors
