uniprot_id,entry_name,protein,gene_name,organism,length,gene_names_(ordered_locus),gene_name_short,pathway,gene_ontology_ids,subcellular_location_[cc],interacts_with,locus
P74463,P74463_SYNY3,Twitching motility protein,pilT,Synechocystis sp. (strain PCC 6803 / Kazusa),369,NA,pilT,NA,GO:0005524,NA,NA,slr0161
P74464,P74464_SYNY3,General secretion pathway protein F,gspF,Synechocystis sp. (strain PCC 6803 / Kazusa),165,NA,gspF,NA,GO:0005886; GO:0016021,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,NA,slr0162
P74468,P74468_SYNY3,Aminopeptidase P,pepP,Synechocystis sp. (strain PCC 6803 / Kazusa),441,NA,pepP,NA,GO:0004177; GO:0005829; GO:0008233; GO:0030145; GO:0070006,NA,NA,sll0136
P74470,P74470_SYNY3,Ssl0242 protein,ssl0242,Synechocystis sp. (strain PCC 6803 / Kazusa),78,ssl0242,NA,NA,NA,NA,NA,ssl0242
P74471,P74471_SYNY3,Transposase,ssr0256,Synechocystis sp. (strain PCC 6803 / Kazusa),84,ssr0256,NA,NA,NA,NA,NA,ssr0256
P74472,P74472_SYNY3,Transposase,slr0166,Synechocystis sp. (strain PCC 6803 / Kazusa),100,slr0166,NA,NA,GO:0003677; GO:0004803; GO:0006313,NA,NA,slr0166
P74473,P74473_SYNY3,Slr1923 protein,slr1923,Synechocystis sp. (strain PCC 6803 / Kazusa),398,slr1923,NA,NA,GO:0052592,NA,NA,slr1923
P74474,P74474_SYNY3,D-alanyl-D-alanine carboxypeptidase,slr1924,Synechocystis sp. (strain PCC 6803 / Kazusa),400,slr1924,NA,NA,GO:0004180; GO:0030288,NA,NA,slr1924
P74477,P74477_SYNY3,Chloride channel protein,sll1864,Synechocystis sp. (strain PCC 6803 / Kazusa),899,sll1864,NA,NA,GO:0005247; GO:0005887; GO:0015299,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,NA,sll1864
P74478,P74478_SYNY3,Slr1926 protein,slr1926,Synechocystis sp. (strain PCC 6803 / Kazusa),223,slr1926,NA,NA,GO:0008757,NA,NA,slr1926
P74479,P74479_SYNY3,Slr1927 protein,slr1927,Synechocystis sp. (strain PCC 6803 / Kazusa),406,slr1927,NA,NA,GO:0016021,NA,NA,slr1927
P74480,P74480_SYNY3,Slr1928 protein,slr1928,Synechocystis sp. (strain PCC 6803 / Kazusa),194,slr1928,NA,NA,GO:0016021,NA,NA,slr1928
P74481,P74481_SYNY3,Slr1929 protein,slr1929,Synechocystis sp. (strain PCC 6803 / Kazusa),183,slr1929,NA,NA,GO:0016021,NA,NA,slr1929
P74482,P74482_SYNY3,Slr1930 protein,slr1930,Synechocystis sp. (strain PCC 6803 / Kazusa),186,slr1930,NA,NA,GO:0016021,NA,NA,slr1930
P74483,P74483_SYNY3,Slr1931 protein,slr1931,Synechocystis sp. (strain PCC 6803 / Kazusa),305,slr1931,NA,NA,GO:0016021,NA,NA,slr1931
P74484,P74484_SYNY3,Slr1932 protein,slr1932,Synechocystis sp. (strain PCC 6803 / Kazusa),231,slr1932,NA,NA,NA,NA,NA,slr1932
P74485,P74485_SYNY3,Sll1863 protein,sll1863,Synechocystis sp. (strain PCC 6803 / Kazusa),107,sll1863,NA,NA,NA,NA,NA,sll1863
P74486,P74486_SYNY3,Sll1862 protein,sll1862,Synechocystis sp. (strain PCC 6803 / Kazusa),143,sll1862,NA,NA,GO:0016021,NA,NA,sll1862
P74487,P74487_SYNY3,Transposase,sll1861,Synechocystis sp. (strain PCC 6803 / Kazusa),254,sll1861,NA,NA,GO:0003677; GO:0004803; GO:0006313,NA,NA,sll1861
P74489,P74489_SYNY3,Sll1858 protein,sll1858,Synechocystis sp. (strain PCC 6803 / Kazusa),627,sll1858,NA,NA,NA,NA,NA,sll1858
P74491,P74491_SYNY3,Slr1935 protein,slr1935,Synechocystis sp. (strain PCC 6803 / Kazusa),465,slr1935,NA,NA,GO:0016021; GO:0022857,NA,NA,slr1935
P74492,P74492_SYNY3,Exodeoxyribonuclease III,xthA,Synechocystis sp. (strain PCC 6803 / Kazusa),275,NA,xthA,NA,GO:0006281; GO:0008853,NA,NA,sll1854
P74493,P74493_SYNY3,Sll1853 protein,sll1853,Synechocystis sp. (strain PCC 6803 / Kazusa),154,sll1853,NA,NA,NA,NA,NA,sll1853
P74495,P74495_SYNY3,Sll1851 protein,sll1851,Synechocystis sp. (strain PCC 6803 / Kazusa),128,sll1851,NA,NA,NA,NA,NA,sll1851
P74496,P74496_SYNY3,Sll1849 protein,sll1849,Synechocystis sp. (strain PCC 6803 / Kazusa),211,sll1849,NA,NA,GO:0005737; GO:0016491; GO:0046872; GO:0047086; GO:0051537,NA,NA,sll1849
P74499,P74499_SYNY3,Slr1939 protein,slr1939,Synechocystis sp. (strain PCC 6803 / Kazusa),669,slr1939,NA,NA,GO:0004222; GO:0006508; GO:0016021; GO:0046872,NA,NA,slr1939
P74500,P74500_SYNY3,Slr1940 protein,slr1940,Synechocystis sp. (strain PCC 6803 / Kazusa),482,slr1940,NA,NA,GO:0030288,NA,NA,slr1940
P74501,P74501_SYNY3,Ssr3300 protein,ssr3300,Synechocystis sp. (strain PCC 6803 / Kazusa),83,ssr3300,NA,NA,NA,NA,NA,ssr3300
P74502,P74502_SYNY3,Sll1845 protein,sll1845,Synechocystis sp. (strain PCC 6803 / Kazusa),159,sll1845,NA,NA,GO:0016021,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,NA,sll1845
P74504,P74504_SYNY3,Ssr3304 protein,ssr3304,Synechocystis sp. (strain PCC 6803 / Kazusa),58,ssr3304,NA,NA,GO:0015979; GO:0015995; GO:0016491,NA,NA,ssr3304
P74506,P74506_SYNY3,Slr1944 protein,slr1944,Synechocystis sp. (strain PCC 6803 / Kazusa),538,slr1944,NA,NA,GO:0003847; GO:0016042; GO:0030288,NA,NA,slr1944
P74509,P74509_SYNY3,Slr1946 protein,slr1946,Synechocystis sp. (strain PCC 6803 / Kazusa),261,slr1946,NA,NA,GO:0004222; GO:0006508; GO:0008270; GO:0031012,NA,NA,slr1946
P74513,P74513_SYNY3,Slr1951 protein,slr1951,Synechocystis sp. (strain PCC 6803 / Kazusa),157,slr1951,NA,NA,NA,NA,NA,slr1951
P74515,P74515_SYNY3,Slr0990 protein,slr0990,Synechocystis sp. (strain PCC 6803 / Kazusa),389,slr0990,NA,NA,GO:0004357; GO:0016879; GO:0042398,NA,NA,slr0990
P74517,P74517_SYNY3,Lipoprotein NlpD,nlpD,Synechocystis sp. (strain PCC 6803 / Kazusa),715,NA,nlpD,NA,GO:0004222,NA,NA,slr0993
P74520,P74520_SYNY3,Ssl1807 protein,ssl1807,Synechocystis sp. (strain PCC 6803 / Kazusa),96,ssl1807,NA,NA,GO:0016021,NA,NA,ssl1807
P74523,Y1419_SYNY3,Uncharacterized SufE-like protein slr1419,slr1419,Synechocystis sp. (strain PCC 6803 / Kazusa),159,slr1419,NA,NA,NA,NA,NA,slr1419
P74524,P74524_SYNY3,Slr1420 protein,slr1420,Synechocystis sp. (strain PCC 6803 / Kazusa),425,slr1420,NA,NA,GO:0016773; GO:0019150,NA,NA,slr1420
P74525,P74525_SYNY3,Slr1421 protein,slr1421,Synechocystis sp. (strain PCC 6803 / Kazusa),107,slr1421,NA,NA,NA,NA,NA,slr1421
P74526,P74526_SYNY3,Sll1344 protein,sll1344,Synechocystis sp. (strain PCC 6803 / Kazusa),253,sll1344,NA,NA,NA,NA,NA,sll1344
P74530,P74530_SYNY3,Slr1425 protein,slr1425,Synechocystis sp. (strain PCC 6803 / Kazusa),117,slr1425,NA,NA,NA,NA,NA,slr1425
P74532,P74532_SYNY3,Sll1340 protein,sll1340,Synechocystis sp. (strain PCC 6803 / Kazusa),100,sll1340,NA,NA,NA,NA,NA,sll1340
P74534,P74534_SYNY3,Sll1338 protein,sll1338,Synechocystis sp. (strain PCC 6803 / Kazusa),187,sll1338,NA,NA,NA,NA,NA,sll1338
P74535,P74535_SYNY3,Sll1336 protein,sll1336,Synechocystis sp. (strain PCC 6803 / Kazusa),705,sll1336,NA,NA,NA,NA,NA,sll1336
P74536,P74536_SYNY3,Slr1428 protein,slr1428,Synechocystis sp. (strain PCC 6803 / Kazusa),636,slr1428,NA,NA,GO:0002098; GO:0005525; GO:0005737; GO:0005829; GO:0016021; GO:0030488,NA,NA,slr1428
P74537,P74537_SYNY3,Sll1334 protein,sll1334,Synechocystis sp. (strain PCC 6803 / Kazusa),509,sll1334,NA,NA,GO:0000155,NA,NA,sll1334
P74538,P74538_SYNY3,Slr1429 protein,slr1429,Synechocystis sp. (strain PCC 6803 / Kazusa),289,slr1429,NA,NA,GO:0008270,NA,NA,slr1429
P74539,P74539_SYNY3,Sll1333 protein,sll1333,Synechocystis sp. (strain PCC 6803 / Kazusa),235,sll1333,NA,NA,NA,NA,NA,sll1333
P74540,P74540_SYNY3,Slr1431 protein,slr1431,Synechocystis sp. (strain PCC 6803 / Kazusa),475,slr1431,NA,NA,NA,NA,NA,slr1431
P74541,P74541_SYNY3,OmpR subfamily,sll1330,Synechocystis sp. (strain PCC 6803 / Kazusa),250,sll1330,NA,NA,GO:0000156; GO:0000976; GO:0001216; GO:0005829; GO:0032993,NA,NA,sll1330
P74542,P74542_SYNY3,Monophosphatase,sll1329,Synechocystis sp. (strain PCC 6803 / Kazusa),287,sll1329,NA,NA,GO:0000105; GO:0042578; GO:0046855; GO:0046872,NA,NA,sll1329
P74543,P74543_SYNY3,Slr1451 protein,slr1451,Synechocystis sp. (strain PCC 6803 / Kazusa),261,slr1451,NA,NA,GO:0016021,NA,NA,slr1451
P74544,P74544_SYNY3,Sll1367 protein,sll1367,Synechocystis sp. (strain PCC 6803 / Kazusa),261,sll1367,NA,NA,NA,NA,NA,sll1367
P74549,P74549_SYNY3,General secretion pathway protein G,slr1456,Synechocystis sp. (strain PCC 6803 / Kazusa),175,slr1456,NA,NA,GO:0015627; GO:0015628; GO:0016021,NA,NA,slr1456
P74550,P74550_SYNY3,Chromate transport protein,chrA,Synechocystis sp. (strain PCC 6803 / Kazusa),399,NA,chrA,NA,GO:0005886; GO:0015109; GO:0016021,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,NA,slr1457
P74552,P74552_SYNY3,Helicase of the snf2/rad54 family,sll1366,Synechocystis sp. (strain PCC 6803 / Kazusa),1039,sll1366,NA,NA,GO:0003677; GO:0004386; GO:0005524; GO:0008094; GO:0140658,NA,NA,sll1366
P74553,P74553_SYNY3,Slr1461 protein,slr1461,Synechocystis sp. (strain PCC 6803 / Kazusa),198,slr1461,NA,NA,GO:0004252; GO:0016021,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,NA,slr1461
P74554,P74554_SYNY3,Sll1365 protein,sll1365,Synechocystis sp. (strain PCC 6803 / Kazusa),633,sll1365,NA,NA,GO:0004722; GO:0007165; GO:0016021; GO:0016791,NA,NA,sll1365
P74555,P74555_SYNY3,Slr1462 protein,slr1462,Synechocystis sp. (strain PCC 6803 / Kazusa),561,slr1462,NA,NA,GO:0002098; GO:0005525; GO:0005737; GO:0005829; GO:0016021; GO:0030488,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,NA,slr1462
P74558,P74558_SYNY3,NifU protein,ssl2667,Synechocystis sp. (strain PCC 6803 / Kazusa),76,ssl2667,NA,NA,GO:0005506; GO:0016226; GO:0051537,NA,NA,ssl2667
P74560,P74560_SYNY3,Slr0651 protein,slr0651,Synechocystis sp. (strain PCC 6803 / Kazusa),127,slr0651,NA,NA,NA,NA,NA,slr0651
P74563,P74563_SYNY3,Sll0630 protein,sll0630,Synechocystis sp. (strain PCC 6803 / Kazusa),145,sll0630,NA,NA,NA,NA,NA,sll0630
P74566,P74566_SYNY3,Slr0654 protein,slr0654,Synechocystis sp. (strain PCC 6803 / Kazusa),253,slr0654,NA,NA,NA,NA,NA,slr0654
P74567,P74567_SYNY3,Slr0655 protein,slr0655,Synechocystis sp. (strain PCC 6803 / Kazusa),180,slr0655,NA,NA,NA,NA,NA,slr0655
P74568,P74568_SYNY3,Slr0656 protein,slr0656,Synechocystis sp. (strain PCC 6803 / Kazusa),398,slr0656,NA,NA,NA,NA,NA,slr0656
P74570,P74570_SYNY3,Slr0658 protein,slr0658,Synechocystis sp. (strain PCC 6803 / Kazusa),331,slr0658,NA,NA,GO:0003953; GO:0007165; GO:0019677,NA,NA,slr0658
P74574,P74574_SYNY3,Sll0625 protein,sll0625,Synechocystis sp. (strain PCC 6803 / Kazusa),225,sll0625,NA,NA,NA,NA,NA,sll0625
P74575,P74575_SYNY3,Sll0624 protein,sll0624,Synechocystis sp. (strain PCC 6803 / Kazusa),105,sll0624,NA,NA,NA,NA,NA,sll0624
P74577,P74577_SYNY3,Sll0623 protein,sll0623,Synechocystis sp. (strain PCC 6803 / Kazusa),262,sll0623,NA,NA,NA,NA,NA,sll0623
P74579,P74579_SYNY3,Thiol:disulfide interchange protein DsbD,dsbD,Synechocystis sp. (strain PCC 6803 / Kazusa),248,NA,dsbD,NA,GO:0016021; GO:0017004,NA,NA,sll0621
P74580,P74580_SYNY3,Ssr1114 protein,ssr1114,Synechocystis sp. (strain PCC 6803 / Kazusa),86,ssr1114,NA,NA,NA,NA,NA,ssr1114
P74581,P74581_SYNY3,Slr0664 protein,slr0664,Synechocystis sp. (strain PCC 6803 / Kazusa),120,slr0664,NA,NA,NA,NA,NA,slr0664
P74583,P74583_SYNY3,Slr0666 protein,slr0666,Synechocystis sp. (strain PCC 6803 / Kazusa),275,slr0666,NA,NA,NA,NA,NA,slr0666
P74584,P74584_SYNY3,Slr0667 protein,slr0667,Synechocystis sp. (strain PCC 6803 / Kazusa),173,slr0667,NA,NA,NA,NA,NA,slr0667
P74585,P74585_SYNY3,Slr0668 protein,slr0668,Synechocystis sp. (strain PCC 6803 / Kazusa),178,slr0668,NA,NA,NA,NA,NA,slr0668
P74586,P74586_SYNY3,2-hydroxyaciddehydrogenase,ddh,Synechocystis sp. (strain PCC 6803 / Kazusa),333,NA,ddh,NA,GO:0008720; GO:0051287,NA,NA,slr1556
P74588,P74588_SYNY3,Slr1557 protein,slr1557,Synechocystis sp. (strain PCC 6803 / Kazusa),369,slr1557,NA,NA,NA,NA,NA,slr1557
P74590,P74590_SYNY3,Sll1495 protein,sll1495,Synechocystis sp. (strain PCC 6803 / Kazusa),397,sll1495,NA,NA,GO:0003973; GO:0005737; GO:0016021; GO:0047545,NA,NA,sll1495
P74595,P74595_SYNY3,RNA polymerase sigma-37,rpoF,Synechocystis sp. (strain PCC 6803 / Kazusa),258,NA,rpoF,NA,GO:0003677; GO:0006352; GO:0006355; GO:0016987,NA,NA,slr1564
P74597,P74597_SYNY3,Slr1566 protein,slr1566,Synechocystis sp. (strain PCC 6803 / Kazusa),395,slr1566,NA,NA,GO:0016021,NA,NA,slr1566
P74598,Y1491_SYNY3,Uncharacterized WD repeat-containing protein sll1491,sll1491,Synechocystis sp. (strain PCC 6803 / Kazusa),348,sll1491,NA,NA,GO:0030288,NA,NA,sll1491
P74599,P74599_SYNY3,Slr1567 protein,slr1567,Synechocystis sp. (strain PCC 6803 / Kazusa),765,slr1567,NA,NA,NA,NA,NA,slr1567
P74600,P74600_SYNY3,Slr1568 protein,slr1568,Synechocystis sp. (strain PCC 6803 / Kazusa),136,slr1568,NA,NA,NA,NA,NA,slr1568
P74601,P74601_SYNY3,Sll1489 protein,sll1489,Synechocystis sp. (strain PCC 6803 / Kazusa),279,sll1489,NA,NA,GO:0006189; GO:0016787,NA,NA,sll1489
P74602,P74602_SYNY3,Sll1488 protein,sll1488,Synechocystis sp. (strain PCC 6803 / Kazusa),221,sll1488,NA,NA,GO:0004222,NA,NA,sll1488
P74603,P74603_SYNY3,Slr1570 protein,slr1570,Synechocystis sp. (strain PCC 6803 / Kazusa),219,slr1570,NA,NA,NA,NA,NA,slr1570
P74604,P74604_SYNY3,Slr1571 protein,slr1571,Synechocystis sp. (strain PCC 6803 / Kazusa),226,slr1571,NA,NA,NA,NA,NA,slr1571
P74605,P74605_SYNY3,Slr1572 protein,slr1572,Synechocystis sp. (strain PCC 6803 / Kazusa),284,slr1572,NA,NA,NA,NA,NA,slr1572
P74607,Y2874_SYNY3,Putative regulatory protein ssl2874,ssl2874,Synechocystis sp. (strain PCC 6803 / Kazusa),89,ssl2874,NA,NA,NA,NA,NA,ssl2874
P74608,P74608_SYNY3,Slr1575 protein,slr1575,Synechocystis sp. (strain PCC 6803 / Kazusa),479,slr1575,NA,NA,GO:0005886; GO:0016021; GO:0055085,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,NA,slr1575
P74609,P74609_SYNY3,Slr1576 protein,slr1576,Synechocystis sp. (strain PCC 6803 / Kazusa),106,slr1576,NA,NA,NA,NA,NA,slr1576
P74610,P74610_SYNY3,Slr1577 protein,slr1577,Synechocystis sp. (strain PCC 6803 / Kazusa),162,slr1577,NA,NA,GO:0051301; GO:0051304,NA,NA,slr1577
P74611,P74611_SYNY3,Slr1579 protein,slr1579,Synechocystis sp. (strain PCC 6803 / Kazusa),562,slr1579,NA,NA,NA,NA,NA,slr1579
P74612,P74612_SYNY3,Sll1486 protein,sll1486,Synechocystis sp. (strain PCC 6803 / Kazusa),265,sll1486,NA,NA,GO:0016021,NA,NA,sll1486
P74613,P74613_SYNY3,Sll1485 protein,sll1485,Synechocystis sp. (strain PCC 6803 / Kazusa),162,sll1485,NA,NA,GO:0016021,NA,NA,sll1485
P74614,P74614_SYNY3,NADH dehydrogenase,ndh,Synechocystis sp. (strain PCC 6803 / Kazusa),524,NA,ndh,NA,GO:0003955; GO:0016021; GO:0019646,NA,NA,sll1484
P74615,Y1483_SYNY3,Protein sll1483,sll1483,Synechocystis sp. (strain PCC 6803 / Kazusa),180,sll1483,NA,NA,GO:0005615; GO:0030288,NA,NA,sll1483
P74616,P74616_SYNY3,Sll1482 protein,sll1482,Synechocystis sp. (strain PCC 6803 / Kazusa),383,sll1482,NA,NA,GO:0016021,NA,NA,sll1482
P74617,P74617_SYNY3,Sll1481 protein,sll1481,Synechocystis sp. (strain PCC 6803 / Kazusa),451,sll1481,NA,NA,GO:0016021,NA,NA,sll1481
P74619,P74619_SYNY3,Sll1477 protein,sll1477,Synechocystis sp. (strain PCC 6803 / Kazusa),832,sll1477,NA,NA,GO:0004222; GO:0016021; GO:0071586,NA,NA,sll1477
P74620,P74620_SYNY3,Sll1476 protein,sll1476,Synechocystis sp. (strain PCC 6803 / Kazusa),102,sll1476,NA,NA,NA,NA,NA,sll1476
P74621,P74621_SYNY3,Slr1583 protein,slr1583,Synechocystis sp. (strain PCC 6803 / Kazusa),120,slr1583,NA,NA,NA,NA,NA,slr1583
P74622,P74622_SYNY3,Sensory transduction histidine kinase,sll1475,Synechocystis sp. (strain PCC 6803 / Kazusa),297,sll1475,NA,NA,GO:0000155; GO:0005887; GO:0009927; GO:0046777,NA,NA,sll1475
P74623,P74623_SYNY3,Sll1473 protein,sll1473,Synechocystis sp. (strain PCC 6803 / Kazusa),481,sll1473,NA,NA,GO:0006355,NA,NA,sll1473
P74624,P74624_SYNY3,Sll1472 protein,sll1472,Synechocystis sp. (strain PCC 6803 / Kazusa),147,sll1472,NA,NA,NA,NA,NA,sll1472
P74626,P74626_SYNY3,OmpR subfamily,slr1584,Synechocystis sp. (strain PCC 6803 / Kazusa),234,slr1584,NA,NA,GO:0000156; GO:0000976; GO:0001216; GO:0005829; GO:0032993,NA,NA,slr1584
P74627,P74627_SYNY3,Transposase,slr1585,Synechocystis sp. (strain PCC 6803 / Kazusa),128,slr1585,NA,NA,NA,NA,NA,slr1585
P74628,P74628_SYNY3,Transposase,slr1586,Synechocystis sp. (strain PCC 6803 / Kazusa),106,slr1586,NA,NA,GO:0003676,NA,NA,slr1586
P74629,P74629_SYNY3,Sll0736 protein,sll0736,Synechocystis sp. (strain PCC 6803 / Kazusa),408,sll0736,NA,NA,GO:0016757,NA,NA,sll0736
P74630,P74630_SYNY3,Sll0735 protein,sll0735,Synechocystis sp. (strain PCC 6803 / Kazusa),529,sll0735,NA,NA,GO:0003844; GO:0030979,NA,NA,sll0735
P74631,P74631_SYNY3,Slr0748 protein,slr0748,Synechocystis sp. (strain PCC 6803 / Kazusa),230,slr0748,NA,NA,GO:0016021,NA,NA,slr0748
P74633,P74633_SYNY3,Sll0733 protein,sll0733,Synechocystis sp. (strain PCC 6803 / Kazusa),149,sll0733,NA,NA,GO:0016021,NA,NA,sll0733
P74634,P74634_SYNY3,Sll0732 protein,sll0732,Synechocystis sp. (strain PCC 6803 / Kazusa),191,sll0732,NA,NA,GO:0004089; GO:0008270; GO:0016020,NA,NA,sll0732
P74636,P74636_SYNY3,Ssl1378 protein,ssl1378,Synechocystis sp. (strain PCC 6803 / Kazusa),84,ssl1378,NA,NA,GO:0016021,NA,NA,ssl1378
P74637,P74637_SYNY3,Modification methylase,sll0729,Synechocystis sp. (strain PCC 6803 / Kazusa),285,sll0729,NA,NA,GO:0006298; GO:0009007; GO:0043565; GO:1904047,NA,NA,sll0729
P74639,P74639_SYNY3,Ssr1256 protein,ssr1256,Synechocystis sp. (strain PCC 6803 / Kazusa),85,ssr1256,NA,NA,NA,NA,NA,ssr1256
P74640,P74640_SYNY3,Slr0755 protein,slr0755,Synechocystis sp. (strain PCC 6803 / Kazusa),185,slr0755,NA,NA,GO:0004540,NA,NA,slr0755
P74641,Y1258_SYNY3,UPF0150 protein ssr1258,ssr1258,Synechocystis sp. (strain PCC 6803 / Kazusa),69,ssr1258,NA,NA,NA,NA,NA,ssr1258
P74642,P74642_SYNY3,Sll0727 protein,sll0727,Synechocystis sp. (strain PCC 6803 / Kazusa),580,sll0727,NA,NA,GO:0016021,NA,NA,sll0727
P74647,P74647_SYNY3,Sll0723 protein,sll0723,Synechocystis sp. (strain PCC 6803 / Kazusa),1771,sll0723,NA,NA,GO:0005509,NA,NA,sll0723
P74648,P74648_SYNY3,Sll0722 protein,sll0722,Synechocystis sp. (strain PCC 6803 / Kazusa),216,sll0722,NA,NA,NA,NA,NA,sll0722
P74649,P74649_SYNY3,Leukotoxin LtA,sll0721,Synechocystis sp. (strain PCC 6803 / Kazusa),1290,sll0721,NA,NA,GO:0005509,NA,NA,sll0721
P74650,Y720_SYNY3,Uncharacterized protein sll0720,sll0720,Synechocystis sp. (strain PCC 6803 / Kazusa),147,sll0720,NA,NA,GO:0005737; GO:0009404; GO:0016746,NA,NA,sll0720
P74651,P74651_SYNY3,Sll1552 protein,sll1552,Synechocystis sp. (strain PCC 6803 / Kazusa),300,sll1552,NA,NA,GO:0008999; GO:0016747; GO:0017189,NA,NA,sll1552
P74654,P74654_SYNY3,N-acyl-L-amino acid amidohydrolase,ama,Synechocystis sp. (strain PCC 6803 / Kazusa),416,NA,ama,NA,GO:0016787,NA,NA,slr1653
P74655,P74655_SYNY3,Sll1550 protein,sll1550,Synechocystis sp. (strain PCC 6803 / Kazusa),544,sll1550,NA,NA,GO:0008643; GO:0015288; GO:0016021,NA,NA,sll1550
P74656,P74656_SYNY3,Sll1549 protein,sll1549,Synechocystis sp. (strain PCC 6803 / Kazusa),238,sll1549,NA,NA,GO:0004722; GO:0030288; GO:0035970,NA,NA,sll1549
P74658,P74658_SYNY3,PleD gene product,slr1657,Synechocystis sp. (strain PCC 6803 / Kazusa),275,slr1657,NA,NA,GO:0005886; GO:0043709; GO:0052621; GO:1902201,NA,NA,slr1657
P74659,P74659_SYNY3,Slr1658 protein,slr1658,Synechocystis sp. (strain PCC 6803 / Kazusa),199,slr1658,NA,NA,NA,NA,NA,slr1658
P74660,P74660_SYNY3,Slr1659 protein,slr1659,Synechocystis sp. (strain PCC 6803 / Kazusa),113,slr1659,NA,NA,NA,NA,NA,slr1659
P74661,P74661_SYNY3,Slr1660 protein,slr1660,Synechocystis sp. (strain PCC 6803 / Kazusa),192,slr1660,NA,NA,GO:0016021,NA,NA,slr1660
P74663,P74663_SYNY3,Exopolyphosphatase,ppx,Synechocystis sp. (strain PCC 6803 / Kazusa),540,NA,ppx,NA,GO:0016462,NA,NA,sll1546
P74664,P74664_SYNY3,Slr1661 protein,slr1661,Synechocystis sp. (strain PCC 6803 / Kazusa),654,slr1661,NA,NA,GO:0008320; GO:0046819; GO:0098046,NA,NA,slr1661
P74665,P74665_SYNY3,Glutathione S-transferase,gst1,Synechocystis sp. (strain PCC 6803 / Kazusa),271,NA,gst1,NA,GO:0004364; GO:0006559; GO:0006749; GO:0016034,NA,NA,sll1545
P74666,P74666_SYNY3,Slr1664 protein,slr1664,Synechocystis sp. (strain PCC 6803 / Kazusa),670,slr1664,NA,NA,GO:0006813; GO:0016021,NA,NA,slr1664
P74668,P74668_SYNY3,Pleiotropic regulatory protein,degT,Synechocystis sp. (strain PCC 6803 / Kazusa),385,NA,degT,NA,GO:0000271; GO:0008483; GO:0030170,NA,NA,slr1666
P74669,P74669_SYNY3,Ssr2781 protein,ssr2781,Synechocystis sp. (strain PCC 6803 / Kazusa),83,ssr2781,NA,NA,NA,NA,NA,ssr2781
P74670,P74670_SYNY3,Response regulator like protein,sll1544,Synechocystis sp. (strain PCC 6803 / Kazusa),228,sll1544,NA,NA,GO:0003677; GO:0006355,NA,NA,sll1544
P74671,P74671_SYNY3,Sll1543 protein,sll1543,Synechocystis sp. (strain PCC 6803 / Kazusa),145,sll1543,NA,NA,NA,NA,NA,sll1543
P74672,P74672_SYNY3,Slr1667 protein,slr1667,Synechocystis sp. (strain PCC 6803 / Kazusa),178,slr1667,NA,NA,NA,NA,NA,slr1667
P74673,P74673_SYNY3,Slr1668 protein,slr1668,Synechocystis sp. (strain PCC 6803 / Kazusa),280,slr1668,NA,NA,GO:0030288; GO:0071555,NA,NA,slr1668
P74674,P74674_SYNY3,Ssr2786 protein,ssr2786,Synechocystis sp. (strain PCC 6803 / Kazusa),67,ssr2786,NA,NA,NA,NA,NA,ssr2786
P74675,P74675_SYNY3,Sll1542 protein,sll1542,Synechocystis sp. (strain PCC 6803 / Kazusa),300,sll1542,NA,NA,NA,NA,NA,sll1542
P74676,Y451_SYNY3,UPF0039 protein sll0451,sll0451,Synechocystis sp. (strain PCC 6803 / Kazusa),154,sll0451,NA,NA,GO:0016407; GO:0016747,NA,NA,sll0451
P74678,P74678_SYNY3,DNR protein,slr0449,Synechocystis sp. (strain PCC 6803 / Kazusa),238,slr0449,NA,NA,GO:0003677; GO:0003700; GO:0005829,NA,NA,slr0449
P74679,P74679_SYNY3,Sll0449 protein,sll0449,Synechocystis sp. (strain PCC 6803 / Kazusa),372,sll0449,NA,NA,NA,NA,NA,sll0449
P74680,P74680_SYNY3,Sll0448 protein,sll0448,Synechocystis sp. (strain PCC 6803 / Kazusa),401,sll0448,NA,NA,GO:0016021,NA,NA,sll0448
P74681,P74681_SYNY3,Sll0447 protein,sll0447,Synechocystis sp. (strain PCC 6803 / Kazusa),268,sll0447,NA,NA,GO:0016021,NA,NA,sll0447
P74682,P74682_SYNY3,Sll0446 protein,sll0446,Synechocystis sp. (strain PCC 6803 / Kazusa),1072,sll0446,NA,NA,NA,NA,NA,sll0446
