GeneID,psortB_localization,psortB_score,Process,Pathway,Protein,Entry,Entry.name,Status,Protein.names,Gene.names,EC.number,Catalytic.activity,Cofactor,Function..CC.,Gene.ontology..GO.,Gene.ontology..biological.process.,Gene.ontology..molecular.function.,Gene.ontology..cellular.component.,Gene.ontology.IDs,GRAVY,Length,ExposedAA,First60AA,Helices,Topology,MolWeight,Process.abbr,Pathway.abbr,location,start_bp,end_bp
slr7058,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,Q6ZEE0,Q6ZEE0_SYNY3,unreviewed,Slr7058 protein,slr7058,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.694,100,0,0,0,o,11.49,Hypoth,Hypothetical,pSYSA,48431,48733
slr7059,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,Q6ZED9,Q6ZED9_SYNY3,unreviewed,Slr7059 protein,slr7059,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43831775700935,214,0.07,0,0,o,24.28,Hypoth,Hypothetical,pSYSA,48790,49434
slr7060,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,Q6ZED8,Q6ZED8_SYNY3,unreviewed,Slr7060 protein,slr7060,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21513605442177,588,2.25,0,0,o,64.13,Hypoth,Hypothetical,pSYSA,49431,51197
slr7061,Cytoplasmic,8.96,Unknown,Unknown,unknown protein,Q6ZED7,Q6ZED7_SYNY3,unreviewed,Uncharacterized protein,slr7061,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.24834123222749,422,0.64,0,0,o,47.9,Unknown,Unknown,pSYSA,51537,52805
slr7068,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,Q6ZED0,Q6ZED0_SYNY3,unreviewed,Slr7068 protein,slr7068,NA,NA,NA,NA,"hydrolase activity, acting on ester bonds [GO:0016788]",NA,"hydrolase activity, acting on ester bonds [GO:0016788]",NA,GO:0016788,-0.38174386920981,367,0.03,0,0,o,42.11,Hypoth,Hypothetical,pSYSA,62908,64011
slr7071,Unknown,2,Other categories,Other,CRISPR-associated endonuclease Cas1,Q6ZEC7,Q6ZEC7_SYNY3,unreviewed,CRISPR-associated endonuclease Cas1 (EC 3.1.-.-),cas1 slr7071,3.1.-.-,NA,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|HAMAP-Rule:MF_01470}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000256|HAMAP-Rule:MF_01470};,"FUNCTION: CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain spacers, sequences complementary to antecedent mobile elements, and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Acts as a dsDNA endonuclease. Involved in the integration of spacer DNA into the CRISPR cassette. {ECO:0000256|HAMAP-Rule:MF_01470}.",DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; defense response to virus [GO:0051607]; maintenance of CRISPR repeat elements [GO:0043571],defense response to virus [GO:0051607]; maintenance of CRISPR repeat elements [GO:0043571],DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872],NA,GO:0003677; GO:0051607; GO:0004519; GO:0043571; GO:0046872,-0.06458333333333,336,2.99,0.89,0,o,37.99,Other,Other,pSYSA,64822,65832
slr7073,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,Q6ZEC5,Q6ZEC5_SYNY3,unreviewed,Slr7073 protein,slr7073,NA,NA,NA,NA,integral component of membrane [GO:0016021],NA,NA,integral component of membrane [GO:0016021],GO:0016021,-0.04473684210526,114,21.39,0,1,i91-113o,12.42,Hypoth,Hypothetical,pSYSA,66223,66567
slr7076,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,Q6ZEC2,Q6ZEC2_SYNY3,unreviewed,Slr7076 protein,slr7076,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.89457364341085,129,0,0,0,o,13.87,Hypoth,Hypothetical,pSYSA,69379,69768
slr7080,Unknown,2,Unknown,Unknown,unknown protein,Q6ZEB8,Q6ZEB8_SYNY3,unreviewed,Uncharacterized protein,slr7080,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08387096774194,310,0.05,0,0,o,33.78,Unknown,Unknown,pSYSA,75157,76089
slr7081,Cytoplasmic,8.96,Unknown,Unknown,unknown protein,Q6ZEB7,Q6ZEB7_SYNY3,unreviewed,Uncharacterized protein,slr7081,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.70108225108225,462,0,0,0,o,54.06,Unknown,Unknown,pSYSA,76204,77592
slr7082,Cytoplasmic,8.96,Unknown,Unknown,unknown protein,Q6ZEB6,Q6ZEB6_SYNY3,unreviewed,Uncharacterized protein,slr7082,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42758620689655,319,0,0,0,o,36.7,Unknown,Unknown,pSYSA,77632,78591
slr7083,Cytoplasmic,8.96,Unknown,Unknown,unknown protein,Q6ZEB5,Q6ZEB5_SYNY3,unreviewed,Uncharacterized protein,slr7083,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55411140583554,377,0,0,0,o,42.57,Unknown,Unknown,pSYSA,78642,79775
slr7088,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,Q6ZEB0,Q6ZEB0_SYNY3,unreviewed,Slr7088 protein,slr7088,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1531746031746,126,0.55,0,0,o,13.79,Hypoth,Hypothetical,pSYSA,83501,83881
slr7091,CytoplasmicMembrane,10,Hypothetical,Hypothetical,hypothetical protein,Q6ZEA7,Q6ZEA7_SYNY3,unreviewed,Slr7091 protein,slr7091,NA,NA,NA,NA,integral component of membrane [GO:0016021],NA,NA,integral component of membrane [GO:0016021],GO:0016021,0.65819672131148,122,63.58,41.9,3,i7-29o39-61i68-90o,13.22,Hypoth,Hypothetical,pSYSA,88262,88630
slr7092,Cytoplasmic,8.96,Other categories,Other,CRISPR-associated endonuclease Cas1,Q6ZEA6,Q6ZEA6_SYNY3,unreviewed,CRISPR-associated endonuclease Cas1 (EC 3.1.-.-),cas1 slr7092,3.1.-.-,NA,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|HAMAP-Rule:MF_01470}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000256|HAMAP-Rule:MF_01470};,"FUNCTION: CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain spacers, sequences complementary to antecedent mobile elements, and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Acts as a dsDNA endonuclease. Involved in the integration of spacer DNA into the CRISPR cassette. {ECO:0000256|HAMAP-Rule:MF_01470}.",DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; defense response to virus [GO:0051607]; maintenance of CRISPR repeat elements [GO:0043571],defense response to virus [GO:0051607]; maintenance of CRISPR repeat elements [GO:0043571],DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872],NA,GO:0003677; GO:0051607; GO:0004519; GO:0043571; GO:0046872,-0.10060790273556,329,0.44,0.06,0,o,38.08,Other,Other,pSYSA,88627,89616
slr7094,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,Q6ZEA4,Q6ZEA4_SYNY3,unreviewed,Slr7094 protein,slr7094,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19147286821705,129,0.23,0.23,0,o,14.5,Hypoth,Hypothetical,pSYSA,93265,93654
slr7095,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,Q6ZEA3,Q6ZEA3_SYNY3,unreviewed,Slr7095 protein,slr7095,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34853801169591,171,0.02,0.02,0,o,19.3,Hypoth,Hypothetical,pSYSA,93673,94188
slr7096,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,Q6ZEA2,Q6ZEA2_SYNY3,unreviewed,Slr7096 protein,slr7096,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31532846715328,137,1.92,1.9,0,i,15.83,Hypoth,Hypothetical,pSYSA,94198,94611
slr7097,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,Q6ZEA1,Q6ZEA1_SYNY3,unreviewed,Slr7097 protein,slr7097,NA,NA,NA,NA,oxidoreductase activity [GO:0016491]; DNA repair [GO:0006281],DNA repair [GO:0006281],oxidoreductase activity [GO:0016491],NA,GO:0006281; GO:0016491,-0.30336538461538,208,0.22,0,0,o,24.03,Hypoth,Hypothetical,pSYSA,94718,95344
slr7098,Unknown,2,Unknown,Unknown,unknown protein,Q6ZEA0,Q6ZEA0_SYNY3,unreviewed,Uncharacterized protein,slr7098,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.25344827586207,290,0.01,0,0,o,33.21,Unknown,Unknown,pSYSA,95369,96241
slr7099,CytoplasmicMembrane,9.82,Unknown,Unknown,unknown protein,Q6ZE99,Q6ZE99_SYNY3,unreviewed,Uncharacterized protein,slr7099,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03214285714286,196,12.58,0.01,0,o,22.4,Unknown,Unknown,pSYSA,96348,96938
slr7100,CytoplasmicMembrane,9.46,Unknown,Unknown,unknown protein,Q6ZE98,Q6ZE98_SYNY3,unreviewed,Uncharacterized protein,slr7100,NA,NA,NA,NA,integral component of membrane [GO:0016021],NA,NA,integral component of membrane [GO:0016021],GO:0016021,-0.29086859688196,449,69.68,0,3,o119-141i154-176o366-388i,50.26,Unknown,Unknown,pSYSA,97173,98522
slr7101,Cytoplasmic,8.96,Unknown,Unknown,unknown protein,Q6ZE97,Q6ZE97_SYNY3,unreviewed,Uncharacterized protein,slr7101,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.25277777777778,180,0.01,0.01,0,o,19.41,Unknown,Unknown,pSYSA,98473,99015
slr7102,Unknown,2.5,Hypothetical,Hypothetical,hypothetical protein,Q6ZE96,Q6ZE96_SYNY3,unreviewed,Slr7102 protein,slr7102,NA,NA,NA,NA,catalytic activity [GO:0003824],NA,catalytic activity [GO:0003824],NA,GO:0003824,-0.26360946745562,338,16.85,16.52,1,i7-29o,38.73,Hypoth,Hypothetical,pSYSA,99125,100141
slr7104,Cytoplasmic,8.96,Other categories,Transposon-related functions,putative transposase [ISY100w: 100709 - 101654],NA,NA,NA,NA,slr7104,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.75966386554622,119,0,0,0,o,13.96,Other,Transposon-related,pSYSA,100781,101140
slr7105,Cytoplasmic,8.96,Other categories,Transposon-related functions,putative transposase [ISY100w: 100709 - 101654],NA,NA,NA,NA,slr7105,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19939024390244,164,0.05,0.01,0,o,18.49,Other,Transposon-related,pSYSA,101134,101628
slr8014,Cytoplasmic,8.96,Hypothetical,Hypothetical,hypothetical protein,Q6ZE78,Q6ZE78_SYNY3,unreviewed,Slr8014 protein,slr8014,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28581560283688,141,0.91,0.67,0,o,16,Hypoth,Hypothetical,pSYSG,9948,10373
slr8015,Unknown,2,Other categories,Other,"plasmid partitioning protein, ParA family",Q6ZE77,Q6ZE77_SYNY3,unreviewed,ParA family plasmid partitioning protein,slr8015,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05929648241206,199,0.02,0.02,0,o,21.54,Other,Other,pSYSG,10395,10994
slr8016,Cytoplasmic,8.96,Other categories,Other,"plasmid partitioning protein, ParB",Q6ZE76,Q6ZE76_SYNY3,unreviewed,Plasmid partitioning protein,slr8016,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.67681660899654,289,0.01,0,0,o,32.45,Other,Other,pSYSG,10998,11867
slr8021,Cytoplasmic,8.96,Hypothetical,Hypothetical,hypothetical protein,Q6ZE71,Q6ZE71_SYNY3,unreviewed,Slr8021 protein,slr8021,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08769230769231,260,0.17,0.05,0,o,28.43,Hypoth,Hypothetical,pSYSG,18529,19311
slr8022,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,Q6ZE70,Q6ZE70_SYNY3,unreviewed,Slr8022 protein,slr8022,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11081081081081,111,0.05,0,0,o,12.1,Hypoth,Hypothetical,pSYSG,19356,19691
slr8023,Cytoplasmic,9.26,Other categories,Other,probable esterase,Q6ZE69,Q6ZE69_SYNY3,unreviewed,Carboxylic ester hydrolase (EC 3.1.1.-),slr8023,3.1.1.-,NA,NA,NA,hydrolase activity [GO:0016787],NA,hydrolase activity [GO:0016787],NA,GO:0016787,-0.07847533632287,446,0.74,0.66,0,o,48.06,Other,Other,pSYSG,19938,21278
slr8026,Cytoplasmic,9.97,Regulatory functions,Regulatory functions,transcriptional regulatory protein MarR family,Q6ZE66,Q6ZE66_SYNY3,unreviewed,MarR family transcriptional regulatory protein,slr8026,NA,NA,NA,NA,"DNA binding [GO:0003677]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; transcription, DNA-templated [GO:0006351]","transcription, DNA-templated [GO:0006351]","DNA binding [GO:0003677]; transcription factor activity, sequence-specific DNA binding [GO:0003700]",NA,GO:0003677; GO:0003700; GO:0006351,-0.34597701149425,174,0.02,0.02,0,o,19.79,Regul,Regulatory functio,pSYSG,22461,22985
slr8029,Cytoplasmic,8.96,Other categories,Transposon-related functions,resolvase,Q6ZE63,Q6ZE63_SYNY3,unreviewed,Resolvase,slr8029,NA,NA,NA,NA,DNA binding [GO:0003677]; recombinase activity [GO:0000150],NA,DNA binding [GO:0003677]; recombinase activity [GO:0000150],NA,GO:0003677; GO:0000150,-0.37712765957447,188,0,0,0,o,21.38,Other,Transposon-related,pSYSG,24295,24861
slr8030,CytoplasmicMembrane,9.82,Hypothetical,Hypothetical,hypothetical protein,Q6ZE62,Q6ZE62_SYNY3,unreviewed,Slr8030 protein,slr8030,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22199453551913,732,3.23,3.22,0,o,78.69,Hypoth,Hypothetical,pSYSG,25147,27345
slr8036,Cytoplasmic,9.97,Other categories,Other,probable acetyltransferase,Q6ZE56,Q6ZE56_SYNY3,unreviewed,Slr8036 protein,slr8036,NA,NA,NA,NA,protein acetyltransferase complex [GO:0031248]; peptide alpha-N-acetyltransferase activity [GO:0004596]; N-terminal protein amino acid acetylation [GO:0006474],N-terminal protein amino acid acetylation [GO:0006474],peptide alpha-N-acetyltransferase activity [GO:0004596],protein acetyltransferase complex [GO:0031248],GO:0006474; GO:0004596; GO:0031248,0.03448275862069,232,0.55,0.54,0,o,26.12,Other,Other,pSYSG,30678,31376
slr8037,Unknown,2,Other categories,Other,probable acetyltransferase,Q6ZE55,Q6ZE55_SYNY3,unreviewed,Slr8037 protein,slr8037,NA,NA,NA,NA,protein acetyltransferase complex [GO:0031248]; peptide alpha-N-acetyltransferase activity [GO:0004596]; N-terminal protein amino acid acetylation [GO:0006474],N-terminal protein amino acid acetylation [GO:0006474],peptide alpha-N-acetyltransferase activity [GO:0004596],protein acetyltransferase complex [GO:0031248],GO:0006474; GO:0004596; GO:0031248,-0.10360576923077,416,0.34,0.32,0,o,46.93,Other,Other,pSYSG,31348,32598
slr8038,Extracellular,9.64,Other categories,WD repeat proteins,WD-repeat protein,Q6ZE54,Q6ZE54_SYNY3,unreviewed,WD-repeat protein,slr8038,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.25675020210186,1237,0,0,0,o,139.06,Other,WD repeat proteins,pSYSG,32698,36411
slr8044,OuterMembrane,9.49,Unknown,Unknown,unknown protein,Q6ZE48,Q6ZE48_SYNY3,unreviewed,Uncharacterized protein,slr8044,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35081300813008,492,0,0,0,o,54.46,Unknown,Unknown,pSYSG,39491,40969
slr8045,Cytoplasmic,8.96,Other categories,Transposon-related functions,putative transposase [ISY100x: 40984 - 41929],NA,NA,NA,NA,slr8045,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.68403361344538,119,0,0,0,o,13.91,Other,Transposon-related,pSYSG,41056,41415
slr8046,Cytoplasmic,8.96,Other categories,Transposon-related functions,putative transposase [ISY100x: 40984 - 41929],NA,NA,NA,NA,slr8046,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.20182926829268,164,0.05,0.01,0,o,18.52,Other,Transposon-related,pSYSG,41409,41903
slr9002,Unknown,2,Unknown,Unknown,unknown protein [ORF-A],NA,NA,NA,NA,slr9002,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06666666666667,117,21.56,0.43,1,o64-86i,13.2,Unknown,Unknown,NA,NA,NA
slr9003,Cytoplasmic,8.96,Hypothetical,Hypothetical,hypothetical protein [ORF-B],NA,NA,NA,NA,slr9003,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44634397528321,971,0.03,0,0,o,108.17,Hypoth,Hypothetical,NA,NA,NA
slr9101,Cytoplasmic,8.96,"DNA replication, restriction, modification, recombination, and repair","DNA replication, restriction, modification, recombination, and repair",replication protein A,NA,NA,NA,NA,slr9101,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59375,336,0,0,0,o,39.22,DNArep,"DNA replication, r",NA,NA,NA
slr9102,Unknown,2,Unknown,Unknown,unknown protein [ORF2],NA,NA,NA,NA,slr9102,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.436,100,0.02,0,0,o,11.04,Unknown,Unknown,NA,NA,NA
slr9201,Unknown,2,Unknown,Unknown,unknown protein [ORF2],NA,NA,NA,NA,slr9201,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32032520325203,123,0.02,0.02,0,o,13.94,Unknown,Unknown,NA,NA,NA
slr9203,Unknown,2,Unknown,Unknown,unknown protein [ORF1],NA,NA,NA,NA,slr9203,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12142857142857,392,0.02,0,0,o,42.98,Unknown,Unknown,NA,NA,NA
sml0001,CytoplasmicMembrane,10,Photosynthesis and respiration,Photosystem II,photosystem II reaction center PsbI protein,Q54697,PSBI_SYNY3,reviewed,Photosystem II reaction center protein I (PSII-I) (PSII 4.4 kDa protein),psbI sml0001,NA,NA,NA,"FUNCTION: One of the components of the core complex of photosystem II (PSII) (PubMed:8544827). Not essential for assembly, it probably binds to D1 early in the assembly of PSII and stabilizes binding of CP43 (psbC) to the reaction center (PubMed:17921338). PSII is a light-driven water:plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation. {ECO:0000255|HAMAP-Rule:MF_01316, ECO:0000269|PubMed:17921338, ECO:0000269|PubMed:8544827}.",integral component of membrane [GO:0016021]; photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; thylakoid membrane [GO:0042651]; photosynthesis [GO:0015979],photosynthesis [GO:0015979],NA,integral component of membrane [GO:0016021]; photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; thylakoid membrane [GO:0042651],GO:0016021; GO:0015979; GO:0009539; GO:0030096; GO:0042651,0.71052631578947,38,19.95,19.95,1,i7-24o,4.31,Photosynth,Photosystem II,Chr,2350140,2350256
sml0002,CytoplasmicMembrane,9.82,Photosynthesis and respiration,Photosystem II,photosystem II PsbX protein,P72575,PSBX_SYNY3,reviewed,Photosystem II reaction center X protein,psbX sml0002,NA,NA,NA,"FUNCTION: Involved in the binding and/or turnover of quinones at the Q(B) site of Photosystem II. {ECO:0000250, ECO:0000269|PubMed:11202442}.",integral component of membrane [GO:0016021]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; thylakoid membrane [GO:0042651]; photosynthesis [GO:0015979],photosynthesis [GO:0015979],NA,integral component of membrane [GO:0016021]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; thylakoid membrane [GO:0042651],GO:0016021; GO:0015979; GO:0030096; GO:0042651,1.0153846153846,39,22.13,22.13,1,o10-32i,4.19,Photosynth,Photosystem II,Chr,2613481,2613600
sml0003,CytoplasmicMembrane,9.82,Photosynthesis and respiration,Photosystem II,photosystem II reaction center M protein,P72701,PSBM_SYNY3,reviewed,Photosystem II reaction center protein M (PSII-M),psbM sml0003,NA,NA,NA,"FUNCTION: One of the components of the core complex of photosystem II (PSII). PSII is a light-driven water:plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation. This subunit is found at the monomer-monomer interface (By similarity). Involved in assembly of monomeric PSII from the CP43-less intermediate. {ECO:0000255|HAMAP-Rule:MF_00438, ECO:0000269|PubMed:18834146}.","integral component of membrane [GO:0016021]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; thylakoid membrane [GO:0042651]; photosynthesis, light reaction [GO:0019684]","photosynthesis, light reaction [GO:0019684]",NA,integral component of membrane [GO:0016021]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; thylakoid membrane [GO:0042651],GO:0016021; GO:0019684; GO:0030096; GO:0042651,1.1828571428571,35,22.69,22.69,1,i7-29o,3.88,Photosynth,Photosystem II,Chr,146724,146831
sml0004,CytoplasmicMembrane,10,Photosynthesis and respiration,Cytochrome b6/f complex,cytochrome b6-f complex subunit VIII,P72717,PETN_SYNY3,reviewed,Cytochrome b6-f complex subunit 8 (Cytochrome b6-f complex subunit PetN) (Cytochrome b6-f complex subunit VIII),petN sml0004,NA,NA,NA,"FUNCTION: Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions. {ECO:0000250}.","cytochrome b6f complex [GO:0009512]; integral component of membrane [GO:0016021]; thylakoid membrane [GO:0042651]; electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity [GO:0045158]; cytochrome complex assembly [GO:0017004]; oxidation-reduction process [GO:0055114]; photosynthesis [GO:0015979]",cytochrome complex assembly [GO:0017004]; oxidation-reduction process [GO:0055114]; photosynthesis [GO:0015979],"electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity [GO:0045158]",cytochrome b6f complex [GO:0009512]; integral component of membrane [GO:0016021]; thylakoid membrane [GO:0042651],GO:0009512; GO:0017004; GO:0045158; GO:0016021; GO:0055114; GO:0015979; GO:0042651,1.2206896551724,29,21.07,21.07,1,o4-26i,3.33,Photosynth,Cytochrome b6/f co,Chr,160004,160093
sml0005,CytoplasmicMembrane,9.82,Photosynthesis and respiration,Photosystem II,photosystem II PsbK protein,P15819,PSBK_SYNY3,reviewed,Photosystem II reaction center protein K (PSII-K),psbK sml0005,NA,NA,NA,"FUNCTION: One of the components of the core complex of photosystem II (PSII). PSII is a light-driven water:plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation. {ECO:0000255|HAMAP-Rule:MF_00441, ECO:0000269|PubMed:1904061}.",integral component of membrane [GO:0016021]; photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; thylakoid membrane [GO:0042651]; photosynthesis [GO:0015979],photosynthesis [GO:0015979],NA,integral component of membrane [GO:0016021]; photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; thylakoid membrane [GO:0042651],GO:0016021; GO:0015979; GO:0009539; GO:0030096; GO:0042651,1.1511111111111,45,22.17,22.17,1,i20-42o,5.11,Photosynth,Photosystem II,Chr,553065,553202
sml0006,Cytoplasmic,9.26,Translation,Ribosomal proteins: synthesis and modification,50S ribosomal protein L36,P73300,RL36_SYNY3,reviewed,50S ribosomal protein L36,rpmJ rpl36 sml0006,NA,NA,NA,NA,ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],translation [GO:0006412],structural constituent of ribosome [GO:0003735],ribosome [GO:0005840],GO:0005840; GO:0003735; GO:0006412,-0.77105263157895,38,0,0,0,i,4.46,Translat,Ribosomal proteins,Chr,831101,831217
sml0007,Unknown,2,Photosynthesis and respiration,Photosystem II,photosystem II protein Y,P73676,PSBY_SYNY3,reviewed,Photosystem II protein Y,psbY sml0007,NA,NA,NA,FUNCTION: Manganese-binding polypeptide with L-arginine metabolizing enzyme activity. Component of the core of photosystem II. {ECO:0000255|HAMAP-Rule:MF_00717}.,integral component of membrane [GO:0016021]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; thylakoid membrane [GO:0042651]; manganese ion binding [GO:0030145]; photosynthesis [GO:0015979],photosynthesis [GO:0015979],manganese ion binding [GO:0030145],integral component of membrane [GO:0016021]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; thylakoid membrane [GO:0042651],GO:0016021; GO:0030145; GO:0015979; GO:0030096; GO:0042651,0.89230769230769,39,22.62,22.62,1,i5-27o,4.2,Photosynth,Photosystem II,Chr,1268189,1268308
sml0008,Unknown,2,Photosynthesis and respiration,Photosystem I,photosystem I subunit IX,Q55329,PSAJ_SYNY3,reviewed,Photosystem I reaction center subunit IX,psaJ sml0008,NA,NA,NA,FUNCTION: May help in the organization of the PsaE and PsaF subunits. {ECO:0000250}.,integral component of membrane [GO:0016021]; photosystem I [GO:0009522]; thylakoid membrane [GO:0042651]; photosynthesis [GO:0015979],photosynthesis [GO:0015979],NA,integral component of membrane [GO:0016021]; photosystem I [GO:0009522]; thylakoid membrane [GO:0042651],GO:0016021; GO:0015979; GO:0009522; GO:0042651,0.83,40,22.36,22.36,1,i7-29o,4.53,Photosynth,Photosystem I,Chr,1687326,1687448
sml0009,Unknown,2,Cellular processes,Transformation,similar to virulence-associated protein VapC,NA,NA,NA,NA,sml0009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34054054054054,37,2.87,2.87,0,o,4.22,CellProc,Transformation,Chr,473802,473915
sml0010,Unknown,2,Other categories,Transposon-related functions,putative transposase,NA,NA,NA,NA,sml0010,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.82291666666667,48,0,0,0,o,5.57,Other,Transposon-related,Chr,572978,573124
sml0011,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,NA,NA,NA,NA,sml0011,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.91869158878505,107,0,0,0,i,12.51,Hypoth,Hypothetical,Chr,810922,811245
sml0012,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,NA,NA,NA,NA,sml0012,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.70888888888889,45,0,0,0,i,5.24,Hypoth,Hypothetical,Chr,903627,903764
sml0013,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,NA,NA,NA,NA,sml0013,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,40,19.59,19.59,1,i5-23o,4.37,Hypoth,Hypothetical,Chr,3188105,3188227
