System,Process,Pathway,Protein,short_name,full_name,EC-class
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1868,ssuB2,"ABC-type sulfonate transporter, ATPase component",K02049 ABC.SN.A; NitT/TauT family transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0888,h16_B0888,"ABC-type transporter, periplasmic component: TauT family",K15551 tauA; taurine transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0890,h16_B0890,"ABC-type transporter, permease component: TauT family",K15552 tauC; taurine transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0889,h16_B0889,"ABC-type transporter, ATPase component: TauT family",K10831 tauB; taurine transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0887,h16_B0887,"ABC-type transporter, periplasmic component: TauT family",K15553 ssuA; sulfonate transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2245,ssuA1,"ABC-type transporter, periplasmic component: TauT family",K15553 ssuA; sulfonate transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0527,h16_B0527,"ABC-type transporter, periplasmic component: TauT family",K15553 ssuA; sulfonate transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B2223,tauA,"ABC-type transporter, periplasmic component: TauT family",K15553 ssuA; sulfonate transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2243,ssuC1,"ABC-type transporter, permease component: TauT family",K15554 ssuC; sulfonate transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B2224,tauC1,"ABC-type transporter, permease component: TauT family",K15554 ssuC; sulfonate transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B2225,tauC2,"ABC-type transporter, permease component: TauT family",K15554 ssuC; sulfonate transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2242,ssuB1,"ABC-type transporter, ATPase component: TauT family",K15555 ssuB; sulfonate transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B2226,tauB,"ABC-type transporter, ATPase component",K15555 ssuB; sulfonate transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3727,h16_A3727,"ABC-type transporter, periplasmic component",K02012 afuA; iron(III) transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0759,h16_A0759,"ABC-type transporter, periplasmic component: FeTfamily",K02012 afuA; iron(III) transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1950,h16_B1950,"ABC-type transporter, periplasmic component",K02012 afuA; iron(III) transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0111,h16_B0111,"ABC-type transporter, periplasmic component: BITfamily",K02012 afuA; iron(III) transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0761,h16_A0761,"ABC-type transporter, permease component: FeT family",K02011 afuB; iron(III) transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1952,h16_B1952,"ABC-type transporter, duplicated permease domains",K02011 afuB; iron(III) transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0110,h16_B0110,"ABC-type transporter, duplicated permease domains",K02011 afuB; iron(III) transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0762,h16_A0762,"ABC-type transporter, ATPase component",K02010 afuC; iron(III) transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1951,h16_B1951,"ABC-type transporter, ATPase component: CUT1 family",K02010 afuC; iron(III) transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0109,h16_B0109,"ABC-type transporter, ATPase component",K02010 afuC; iron(III) transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1600,h16_B1600,"ABC-type transporter, periplasmic component",K02055 ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0455,h16_B0455,"ABC-type transporter, periplasmic component: POPT family",K02055 ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1828,h16_B1828,"ABC-type transporter, periplasmic component: POPT family",K02055 ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1601,h16_B1601,"ABC-type transporter, permease component: MolT family",K02053 ABC.SP.P; putative spermidine/putrescine transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1602,h16_B1602,"ABC-type transporter, permease component",K02053 ABC.SP.P; putative spermidine/putrescine transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0453,h16_B0453,"ABC-type transporter, permease component: POPT family",K02053 ABC.SP.P; putative spermidine/putrescine transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1830,h16_B1830,"ABC-type transporter, duplicated permease domains",K02053 ABC.SP.P; putative spermidine/putrescine transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0454,h16_B0454,"ABC-type transporter, permease component: POPT family",K02054 ABC.SP.P1; putative spermidine/putrescine transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1603,h16_B1603,"ABC-type transporter, ATPase component",K02052 ABC.SP.A; putative spermidine/putrescine transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0462,h16_B0462,"ABC-type transporter, ATPase component",K02052 ABC.SP.A; putative spermidine/putrescine transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1829,h16_B1829,"ABC-type transporter, ATPase component: POPT family",K02052 ABC.SP.A; putative spermidine/putrescine transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0941,h16_A0941,"ABC-type transporter, periplasmic component: QATfamily",K05845 opuC; osmoprotectant transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1588,h16_A1588,"ABC-type transporter, fused periplasmic and permease components",K05845 opuC; osmoprotectant transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0940,h16_A0940,"ABC-type transporter, permease component: QAT family",K05846 opuBD; osmoprotectant transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0942,h16_A0942,"ABC-type transporter, permease component: QAT family",K05846 opuBD; osmoprotectant transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0943,h16_A0943,"ABC-type transporter, ATPase component: QAT family",K05847 opuA; osmoprotectant transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1500,frcB,"ABC-type transporter, periplasmic component: CUT2 family, fructose specific",K10439 rbsB; ribose transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1499,frcC,"ABC-type transporter, permease component: CUT2 family, fructose specific",K10440 rbsC; ribose transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1498,frcA,"ABC-type transporter, ATPase component: CUT2 family, fructose specific",K10441 rbsA; ribose transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2498,h16_A2498,"ABC-type sugar transporter, periplasmic component",K17321 glpV; glycerol transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2501,h16_A2501,"ABC-type sugar transport systems, permease component: CUT1 family",K17322 K17322; glycerol transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2500,h16_A2500,"ABC-type transporter, permease component: CUT1 family",K17323 glpQ; glycerol transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2503,h16_A2503,"ABC-type transporter, ATPase component: CUT1 family",K17324 glpS; glycerol transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2502,h16_A2502,"ABC-type transporter, ATPase component: CUT1 family",K17325 K17325; glycerol transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2330,h16_A2330,"ABC-type transporter, periplasmic component: CUT1 family",K05813 ugpB; sn-glycerol 3-phosphate transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2329,h16_A2329,"ABC-type transporter, permease component: CUT1 family",K05814 ugpA; sn-glycerol 3-phosphate transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2328,h16_A2328,"ABC-type transporter, permease component: CUT1 family",K05815 ugpE; sn-glycerol 3-phosphate transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2327,h16_A2327,"ABC-type transporter, ATPase component: CUT1 family",K05816 ugpC; sn-glycerol 3-phosphate transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0132,h16_A0132,"ABC-type transporter, periplasmic component",K02067 mlaD; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3425,ttg2C,"ABC-type transporter, periplasmic component involved in toluene tolerance",K02067 mlaD; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0134,h16_A0134,putative uncharacterized transport protein,K02066 mlaE; phospholipid/cholesterol/gamma-HCH transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3426,ttg2B,"ABC-type transporter, permease component involved in toluene tolerance",K02066 mlaE; phospholipid/cholesterol/gamma-HCH transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3427,ttg2A,"ABC-type transporter, ATPase component involved in toluene tolerance",K02065 mlaF; phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0133,h16_A0133,"ABC-type transporter, ATPase component",K02065 mlaF; phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0131,h16_A0131,"ABC-type transporter, auxiliary component",K18480 linN; cholesterol transport system auxiliary component
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3423,ttg2D,"ABC-type transporter, auxilary periplasmic component involved in toluene tolerance",K07323 mlaC; phospholipid transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3422,ttg2E,Predicted NTP binding protein involved in toluene tolerance,K07122 mlaB; phospholipid transport system transporter-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0935,h16_A0935,"ABC-type transporter, periplasmic component",K02058 ABC.SS.S; simple sugar transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0936,h16_A0936,"ABC-type transporter, permease component",K02057 ABC.SS.P; simple sugar transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0937,h16_A0937,"ABC-type transporter, permease component",K02057 ABC.SS.P; simple sugar transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0938,h16_A0938,"ABC-type transporter, ATPase component: CUT2 family",K02056 ABC.SS.A; simple sugar transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2444,pstS,"ABC-type transporter, periplasmic component: PhoT family",K02040 pstS; phosphate transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2443,pstC,"ABC-type transporter, permease component: PhoT family",K02037 pstC; phosphate transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2442,pstA,"ABC-type transporter, permease component: PhoT family",K02038 pstA; phosphate transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2441,pstB,"ABC-type transporter, ATPase component: PhoT family",K02036 pstB; phosphate transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1295,phnD1,"ABC-type transporter, periplasmic component: PhnT family",K02044 phnD; phosphonate transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0294,phnD2,"ABC-type transporter, periplasmic component: PhnT family",K02044 phnD; phosphonate transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1294,phnE1,"ABC-type transporter, permease component: PhnT family",K02042 phnE; phosphonate transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0291,phnE2,"ABC-type transporter, permease component: PhnT family",K02042 phnE; phosphonate transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0292,phnE2,"ABC-type transporter, permease component",K02042 phnE; phosphonate transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1296,phnC1,"ABC-type transporter, ATPase component: PhnT family",K02041 phnC; phosphonate transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0293,phnC2,"ABC-type transporter, ATPase component: PhnT family",K02041 phnC; phosphonate transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0472,h16_A0472,"ABC-type transporter, periplasmic component: PAAT family",K10001 gltI; glutamate/aspartate transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0771,h16_A0771,"ABC-type transporter, periplasmic component: PAAT family",K10001 gltI; glutamate/aspartate transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1634,h16_B1634,"ABC-type transporter, periplasmic component: PAAT family",K10001 gltI; glutamate/aspartate transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0474,h16_A0474,"ABC-type transporter, permease component: PAAT family",K10002 gltK; glutamate/aspartate transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0473,h16_A0473,"ABC-type transporter, permease component: PAAT family",K10003 gltJ; glutamate/aspartate transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0475,h16_A0475,"ABC-type transporter, ATPase component: PAAT family",K10004 gltL; glutamate/aspartate transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0772,h16_A0772,"ABC-type transporter, periplasmic component: PAAT family",K02424 fliY; cystine transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0773,h16_A0773,"ABC-type transporter, permease component: PAAT family",K10009 ABC.CYST.P; cystine transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3630,h16_A3630,"ABC-type transporter, periplasmic component: HAAT family",K01999 livK; branched-chain amino acid transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3655,h16_A3655,"ABC-type transporter, periplasmic component",K01999 livK; branched-chain amino acid transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B2041,h16_B2041,"ABC-type transporter, periplasmic component: HAAT family",K01999 livK; branched-chain amino acid transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0577,h16_A0577,"ABC-type transporter, periplasmic component: HAAT family",K01999 livK; branched-chain amino acid transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1043,h16_A1043,"ABC-type transporter, periplasmic component: HAAT family",K01999 livK; branched-chain amino acid transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0289,h16_A0289,"ABC-type transporter, periplasmic component: HAAT family",K01999 livK; branched-chain amino acid transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0499,h16_B0499,"ABC-type transporter, periplasmic component",K01999 livK; branched-chain amino acid transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0808,h16_B0808,"ABC-type transporter, periplasmic component",K01999 livK; branched-chain amino acid transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2257,h16_A2257,"ABC-type transporter, periplasmic component",K01999 livK; branched-chain amino acid transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3030,livK2,"ABC-type transporter, periplasmic component: HAAT family",K01999 livK; branched-chain amino acid transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0963,h16_B0963,"ABC-type transporter, periplasmic component",K01999 livK; branched-chain amino acid transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3660,h16_A3660,"ABC-type transporter, periplasmic component",K01999 livK; branched-chain amino acid transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1414,h16_A1414,"ABC-type transporter, periplasmic component",K01999 livK; branched-chain amino acid transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3003,h16_A3003,"ABC-type transporter, periplasmic component: HAAT family",K01999 livK; branched-chain amino acid transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1520,h16_A1520,"ABC-type transporter, periplasmic component: HAAT family",K01999 livK; branched-chain amino acid transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2626,livK1,"ABC-type transporter, periplasmic component: HAAT family",K01999 livK; branched-chain amino acid transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1539,h16_A1539,"ABC-type transporter, periplasmic component: HAAT family",K01999 livK; branched-chain amino acid transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B2008,livK3,"ABC-type transporter, periplasmic component: HAAT family",K01999 livK; branched-chain amino acid transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3654,h16_A3654,"ABC-type transporter, permease component",K01997 livH; branched-chain amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3659,h16_A3659,"ABC-type transporter, permease component",K01997 livH; branched-chain amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B2037,h16_B2037,"ABC-type transporter, permease component: HAAT family",K01997 livH; branched-chain amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2625,livH1,"ABC-type transporter, permease component: HAAT family",K01997 livH; branched-chain amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0287,h16_A0287,"ABC-type transporter, permease component: HAAT family",K01997 livH; branched-chain amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0503,h16_B0503,"ABC-type transporter, permease component",K01997 livH; branched-chain amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0805,h16_B0805,"ABC-type transporter, permease component: HAAT family",K01997 livH; branched-chain amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2254,h16_A2254,"ABC-type transporter, permease component",K01997 livH; branched-chain amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3029,livH2,"ABC-type transporter, permease component: HAAT family",K01997 livH; branched-chain amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1415,h16_A1415,"ABC-type transporter, permease component: HAAT family",K01997 livH; branched-chain amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1521,h16_A1521,"ABC-type transporter, permease component: HAAT family",K01997 livH; branched-chain amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1241,h16_A1241,"ABC-type transporter, permease component: HAAT family",K01997 livH; branched-chain amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1540,h16_A1540,"ABC-type transporter, permease component: HAAT family",K01997 livH; branched-chain amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B2038,h16_B2038,"ABC-type transporter, permease component: HAAT family",K01998 livM; branched-chain amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3028,livM2,"ABC-type transporter, permease component: HAAT family",K01998 livM; branched-chain amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0288,h16_A0288,"ABC-type transporter, permease component: HAAT family",K01998 livM; branched-chain amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0504,h16_B0504,"ABC-type transporter, permease component",K01998 livM; branched-chain amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0804,h16_B0804,"ABC-type transporter, permease component",K01998 livM; branched-chain amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2253,h16_A2253,"ABC-type transporter, permease component",K01998 livM; branched-chain amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3653,h16_A3653,"ABC-type transporter, ATPase and permease components",K01995 livG; branched-chain amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3658,h16_A3658,"ABC-type transporter, permease component",K01998 livM; branched-chain amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1416,h16_A1416,"ABC-type transporter, permease component",K01998 livM; branched-chain amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1522,h16_A1522,"ABC-type transporter, permease component",K01998 livM; branched-chain amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2624,livM1,"ABC-type transporter, permease component: HAAT family",K01998 livM; branched-chain amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1242,h16_A1242,"ABC-type transporter, permease component: HAAT family",K01998 livM; branched-chain amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1541,h16_A1541,"ABC-type transporter, permease component",K01998 livM; branched-chain amino acid transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3662,h16_A3662,"ABC-type transporter, ATPase component: HAAT family",K01995 livG; branched-chain amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B2039,h16_B2039,"ABC-type transporter, ATPase component: HAAT family",K01995 livG; branched-chain amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0286,h16_A0286,"ABC-type transporter, ATPase component: HAAT family",K01995 livG; branched-chain amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0501,h16_B0501,"ABC-type transporter, ATPase component: HAAT family",K01995 livG; branched-chain amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0807,h16_B0807,"ABC-type transporter, ATPase component: HAAT family",K01995 livG; branched-chain amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3027,livG2,"ABC-type transporter, ATPase component: HAAT family",K01995 livG; branched-chain amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1523,h16_A1523,"ABC-type transporter, ATPase component: HAAT family",K01995 livG; branched-chain amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2256,h16_A2256,"ABC-type transporter, ATPase component: HAAT family",K01995 livG; branched-chain amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2623,livG1,"ABC-type transporter, ATPase component: HAAT family",K01995 livG; branched-chain amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1417,h16_A1417,"ABC-type transporter, ATPase component: HAAT family",K01995 livG; branched-chain amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3661,h16_A3661,"ABC-type transporter, ATPase component: HAAT family",K01996 livF; branched-chain amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0806,h16_B0806,"ABC-type transporter, ATPase component: HAAT family",K01996 livF; branched-chain amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B2012,livF3,"ABC-type transporter, ATPase component: HAAT family",K01996 livF; branched-chain amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B2040,h16_B2040,"ABC-type transporter, ATPase component: HAAT family",K01996 livF; branched-chain amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3652,h16_A3652,"ABC-type transporter, ATPase component: HAAT family",K01996 livF; branched-chain amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1709,h16_A1709,"ABC-type transporter, ATPase component: HAAT family",K01996 livF; branched-chain amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0290,h16_A0290,"ABC-type transporter, ATPase component: HAAT family",K01996 livF; branched-chain amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0502,h16_B0502,"ABC-type transporter, ATPase component: HAAT family",K01996 livF; branched-chain amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A3026,livF2,"ABC-type transporter, ATPase component: HAAT family",K01996 livF; branched-chain amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1524,h16_A1524,"ABC-type transporter, ATPase component: HAAT family",K01996 livF; branched-chain amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2255,h16_A2255,"ABC-type transporter, ATPase component: HAAT family",K01996 livF; branched-chain amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2622,livF1,"ABC-type transporter, ATPase component: HAAT family",K01996 livF; branched-chain amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1418,h16_A1418,"ABC-type transporter, ATPase component: HAAT family",K01996 livF; branched-chain amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1543,h16_A1543,"ABC-type transporter, ATPase component: HAAT family",K01996 livF; branched-chain amino acid transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1075,h16_A1075,"ABC-type transporter, periplasmic component: HAAT family",K11959 urtA; urea transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0077,h16_B0077,"ABC-type transporter, periplasmic component: HAAT family",K11959 urtA; urea transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0076,h16_B0076,"ABC-type transporter, permease component: HAAT family",K11960 urtB; urea transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1076,h16_A1076,"ABC-type transporter, permease component",K11960 urtB; urea transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0075,h16_B0075,"ABC-type transporter, permease component: HAAT family",K11961 urtC; urea transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1077,h16_A1077,"ABC-type transporter, permease component: HAAT family",K11961 urtC; urea transport system permease protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0074,h16_B0074,"ABC-type transporter, ATPase component: HAAT family",K11962 urtD; urea transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1078,h16_A1078,"ABC-type transporter, ATPase component: HAAT family",K11962 urtD; urea transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A1079,h16_A1079,"ABC-type transporter, ATPase component: HAAT family",K11963 urtE; urea transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B0073,h16_B0073,ABC-type transporter,K11963 urtE; urea transport system ATP-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A0813,h16_A0813,"ABC-type transporter, periplasmic component: MUTfamily",K02073 metQ; D-methionine transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B1479,h16_B1479,"ABC-type transporter, periplasmic component: MUTfamily",K02073 metQ; D-methionine transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_B2232,h16_B2232,"ABC-type transporter, periplasmic component: MUTfamily",K02073 metQ; D-methionine transport system substrate-binding protein
Cellular Processes,Signaling and cellular processes,Transporters,H16_A2125,h16_A2125,"ABC-type transporter, periplasmic component: MUTfamily",K02073 metQ; D-methionine transport system substrate-binding protein
